name,z,t0,x0,x1,c,t0_err,x0_err,x1_err,c_err,peakmag_ztfg,peakmag_ztfi,peakmag_ztfr,mag_err
ZTF18aaaqexr,0.07022749,58893.66017846352,0.0005493143921925,-1.6161179561268255,0.1080305228068534,0.1361585292906966,7.413406390375495e-06,0.1727597547515393,0.0125568618882125,18.70492334726346,19.137239805704382,18.73857351793298,0.0146528178271259
ZTF18aabssme,0.04168029,58185.84489717573,0.0025421423330323,-2.395639657333358,0.0366475843388857,0.8059847260265087,0.0002644077789955,0.6185739346494659,0.0825350653636579,17.08106313816466,17.62206388153632,17.18084802137084,0.1129272325726597
ZTF18aagrebu,0.05492675,58181.59033029754,0.0012675854442381,-1.5261160284232964,0.0722285997385057,6.471782398875803e-07,3.3235112764334555e-05,0.0477676558492793,0.0207690440676574,17.813684528312315,18.30946894981753,17.88404377327526,0.0284671659504147
ZTF18aahfbqp,0.04114499,59208.583280698615,0.0028479759371209,-1.592608554772892,-0.0712275583608929,0.3379118340417335,0.0001039823827812,0.3708370488277654,0.0327514437317208,17.00287555587621,17.74636625122462,17.218010823571905,0.0396412891594873
ZTF18aailvrv,0.06212882,58230.40249988811,0.0005192812257093,-2.240109665211209,0.1812623652269919,0.0399694460611499,2.5970221524198405e-06,0.0517894639681064,0.0060179640753671,18.734527470841027,19.029130172338817,18.6896706134832,0.0054299690338108
ZTF18aaixjrc,0.10595612,58900.53379118656,0.0003012332649246,-1.4487758896559788,-0.0088361757842446,0.0699390679255884,1.8716106245090992e-06,0.1230143181508334,0.0060844543885625,19.41188360490228,20.049507105342386,19.564674778829083,0.0067458533065665
ZTF18aakecej,0.06647,58231.1796405405,0.0007162021504031,-1.8022123615287424,-0.0476254017034143,0.0431782947052852,3.300893111098161e-06,0.0566934736404769,0.0052618957748508,18.49208581510875,19.19056601082299,18.68175148617664,0.0050040329489914
ZTF18aakglgw,0.03755884,58217.29346636548,0.0014721562569345,-2.032299871583951,0.2159425753272309,0.0283446419598476,1.2087899382298287e-05,0.0438247737880984,0.0065744734145502,17.584516852578197,17.823573422779194,17.506670481682157,0.0089149979406149
ZTF18aakiwbs,0.06584399,58948.009865301225,0.0007983204912256,-1.48991628198161,0.1168090623176991,0.0400013621510879,6.323311910325934e-06,0.0440632253413465,0.0061224432923912,18.29388497081628,18.713421968077,18.31971481999017,0.0085998652802694
ZTF18aamlhee,0.04300356,58185.23382515291,0.0013009731131852,-1.9732132749567888,0.2470019992006348,2.471389962011017e-05,2.309230191985992e-05,0.0661566436687782,0.0136676679191085,17.702800293813866,17.88981326520846,17.594463100992787,0.0192718419708244
ZTF18aamlqqh,0.06,58242.89505881588,0.0011705636636418,-1.4633896195076272,-0.0353779628997166,0.0656715446675662,1.0370528660837689e-05,0.0704315005355125,0.0097224749924311,17.950696295419405,18.63416897917384,18.130288112630325,0.0096190055947257
ZTF18aangpk,0.06994977,58981.83524657255,0.0007383933859043,-2.259651695109569,0.0543810896162773,0.0440330807541613,4.935543657670102e-06,0.0532233052873044,0.0069117005862528,18.41398706089619,18.92686734025116,18.4968129033777,0.0072572405733749
ZTF18aaodrg,0.05162126,58244.32751472518,0.0013765149885449,-1.822833194091868,-0.051232334617277,0.0661108316780882,1.0624932432492036e-05,0.0614701495816732,0.008836571618965,17.78453650187844,18.488910317707106,17.97773043339807,0.0083804927015428
ZTF18aapqwyv,0.05596443,58244.06853775039,0.0006045554878167,-2.1998191466289136,0.1962220725467212,0.0572589435869304,4.578252321870395e-06,0.0466258739647122,0.0075966760910336,18.56177399499253,18.83147003253468,18.50225797630599,0.0082221969704123
ZTF18aaqcozd,0.066974,58253.31269397552,0.0006964776932523,-1.4176329096679112,-0.0502401353813689,0.0507196359612862,3.48971160736587e-06,0.0677688014186028,0.0051305406062304,18.52103466336938,19.231211377742035,18.71603526401153,0.0054400970382677
ZTF18aaqgadq,0.07192,58250.78210667063,0.0006284967730062,-2.186290387921652,0.0509537727488391,0.1071640019617916,7.076793220470428e-06,0.1120272322528281,0.0136428601739829,18.59008608657753,19.11028159025576,18.676930786016925,0.0122252506982638
ZTF18aarbaba,0.05941,59023.46553990947,0.0007275662196074,-1.872550184038449,0.1462363310347645,0.0533038421708624,4.2031384382366775e-06,0.0769491823499951,0.005376478249898,18.382983390649382,18.744704411727493,18.37623829024052,0.0062722807258238
ZTF18aarikzk,0.05634061,58964.11718620122,0.0007864697194529,-2.7673714691948805,0.0112532696538072,0.0587095615956059,5.4881269168036e-06,0.0743419217099349,0.0076620204200437,18.369344418824408,18.94729356108392,18.492220876494848,0.0075764621860156
ZTF18aaroihe,0.0483,58259.149895195646,0.0015011448871226,-2.3267540593529046,0.0041566622188951,0.027529718583537,8.074520163119503e-06,0.0286635769629029,0.0046583619778806,17.667899923968115,18.266528724450463,17.80118399103801,0.005840075100247
ZTF18aasprui,0.03827,58347.674702371725,0.001841955322505,-2.399218262440438,0.0513167138537969,0.0173566951270913,4.509863954667675e-06,0.0154899962016559,0.0021673771976197,17.423913651628943,17.93945375268828,17.508798428424505,0.0026583286327797
ZTF18aauizcr,0.03386,58266.12332072619,0.0032093199320107,-1.908032711829428,-0.0329879478127346,0.020342593503301,1.688791545957338e-05,0.0334738224312085,0.0040411819161618,16.857531891837517,17.52856740493805,17.031566812667823,0.0057133042594058
ZTF18aavnvmp,0.06414236,58269.47826580223,0.0009406724649634,-1.6173351523744806,-0.0691080205077011,0.0627486599514668,6.2150195628656366e-06,0.0614572741564185,0.0052830691522513,18.2048054953454,18.944143157553977,18.417613451522733,0.0071734551653383
ZTF18aavrmlf,0.1023109,58886.82520058058,0.0004590698247963,-1.8217680774621825,-0.1628166958600559,0.0669572712431545,4.220452646839457e-06,0.1345116716326185,0.0092014775428605,19.02782012856323,19.92714218022359,19.33510482530147,0.0099817021107266
ZTF18aawjywv,0.042,58271.22463379756,0.0013198293343807,-1.707217085815475,0.0374616184550134,0.0278265158594877,5.34235817953611e-06,0.0289049936044206,0.0040750648390313,17.787709675550452,18.340252743565937,17.89177276145401,0.0043948043456917
ZTF18aawmxd,0.04259,58471.38210090916,0.0017156265654836,-1.72494149721655,0.0085706838908383,0.0478831149557663,3.391696052605564e-05,0.0974028847381616,0.014772077661985,17.51676359780267,18.11904396270123,17.649925806341773,0.0214643866791073
ZTF18aaxcntm,0.02692,58279.0760165737,0.0030565843569693,-1.7352320974666573,0.1159417419660927,0.007279266435944,3.0426732743520463e-06,0.0107505719073328,0.001040730020255,16.838378685934302,17.254833154512625,16.863143319236052,0.0010807948178107
