0.04887403
time        band    flux               fluxerr   zp     zpsys
58789.508	ztfg	783.4296427662113	13.096437017566656	25.0	ab
58792.536	ztfg	754.3970821979896	11.199524713266275	25.0	ab
58802.556	ztfg	452.8975799036209	23.533406901794923	25.0	ab
58805.523	ztfg	358.7566830392618	19.337503644034875	25.0	ab
58837.514	ztfg	68.4226672765952	16.37814261237407	25.0	ab
58837.515	ztfg	56.07896633745097	16.164736906184597	25.0	ab
58854.519	ztfg	59.70352865838375	17.06796671851915	25.0	ab
58854.519	ztfg	49.65923214503353	14.078997998801052	25.0	ab
58785.515	ztfr	625.7487633544403	16.34728921315357	25.0	ab
58789.528	ztfr	744.7319739059889	15.944526860238135	25.0	ab
58792.508	ztfr	733.8376673335388	15.711282458420593	25.0	ab
58798.537	ztfr	616.5950018614828	22.550887324331914	25.0	ab
58828.430	ztfr	176.03539536161662	19.668738786451232	25.0	ab
58831.455	ztfr	103.2761405761398	25.07507910781	25.0	ab
58833.474	ztfr	145.34496779183127	22.30365881555824	25.0	ab
58833.477	ztfr	129.65820353826285	26.80059826579248	25.0	ab
58836.505	ztfr	115.13304741558159	14.286536729416879	25.0	ab
58846.455	ztfr	81.50795556116006	11.559962755105198	25.0	ab
58849.452	ztfr	68.86522963442755	9.549924418384558	25.0	ab
58851.474	ztfr	76.13774324561514	9.921990873667111	25.0	ab
58851.474	ztfr	85.98050666611735	11.294215711579039	25.0	ab
58851.476	ztfr	72.84504232923294	11.566143230043847	25.0	ab
58852.442	ztfr	85.82227050540146	8.453480347340044	25.0	ab
58855.524	ztfr	67.7329514008608	11.262120732720964	25.0	ab
58859.305	ztfr	96.47171518961666	26.555161891621367	25.0	ab
