0.11583785
time        band    flux               fluxerr   zp     zpsys
58274.224	ztfg	42.50108331760475	5.098154649120291	25.0	ab
58276.220	ztfg	81.65823713585931	5.0379504399624215	25.0	ab
58276.221	ztfg	78.12679345516045	4.82007605436579	25.0	ab
58277.222	ztfg	99.1744955231413	5.924847195480375	25.0	ab
58278.202	ztfg	116.5198723025001	7.074871041951006	25.0	ab
58279.192	ztfg	146.55478409559097	6.20182172821611	25.0	ab
58279.204	ztfg	138.16562311673272	5.846814000824213	25.0	ab
58280.216	ztfg	163.07973610235928	5.342721405911003	25.0	ab
58281.239	ztfg	178.97814394089636	5.863575596069497	25.0	ab
58282.247	ztfg	193.9099078614851	7.833800699707508	25.0	ab
58283.240	ztfg	215.1790570339755	6.640584946046484	25.0	ab
58284.222	ztfg	191.95525237613774	7.2037765296232665	25.0	ab
58288.197	ztfg	208.353116057175	8.617039322910477	25.0	ab
58292.201	ztfg	170.92280052343324	13.578741394514207	25.0	ab
58298.180	ztfg	134.02937734183118	21.567185818676503	25.0	ab
58277.241	ztfr	73.92647526562271	6.834210867274904	25.0	ab
58278.239	ztfr	98.3558056226957	7.325945298670079	25.0	ab
58279.174	ztfr	133.53650333271858	8.108089391132758	25.0	ab
58279.185	ztfr	116.41260294104909	6.84110687928535	25.0	ab
58280.176	ztfr	130.8579161245101	8.586137762636142	25.0	ab
58281.203	ztfr	136.5211695066447	6.302438495273687	25.0	ab
58282.197	ztfr	150.38343479613596	6.652845637219471	25.0	ab
58282.198	ztfr	145.61294986160593	6.301819983146509	25.0	ab
58283.199	ztfr	173.3005735327083	6.172789150544476	25.0	ab
58284.202	ztfr	177.82794100389228	7.184102473293639	25.0	ab
58288.247	ztfr	192.84127756394287	8.902430997249827	25.0	ab
58292.238	ztfr	189.3215275777468	10.756777637492524	25.0	ab
58295.239	ztfr	176.84793782817994	11.951197081449324	25.0	ab
58298.258	ztfr	145.07747890889115	19.966619656336725	25.0	ab
58304.182	ztfr	116.41260294104909	7.867040903042366	25.0	ab
58283.178	ztfi	143.74740058743592	16.355794879297104	25.0	ab
58288.183	ztfi	117.70637907805683	16.19960947661683	25.0	ab
