name,z,t0,x0,x1,c,t0_err,x0_err,x1_err,c_err,peakmag_ztfg,peakmag_ztfi,peakmag_ztfr,mag_err
ZTF19acetxvq,0.06290846,58785.48348763974,0.0010858971782372,0.9405505125945232,-0.0022647235880359,0.048646228347934,3.761478892011032e-06,0.0663946962231239,0.0044226903673636,17.99832965136187,18.66834399835429,18.16319516215444,0.003760921290098
ZTF19acfmwlh,0.062326,58785.79916470298,0.0007722824044519,0.2118703801434745,0.1317016853376854,0.0701366666144167,5.74019064268762e-06,0.1115851123605238,0.007431029532407,18.309900934871077,18.73515270286356,18.334873420194377,0.0080700178678843
ZTF19acftfs,0.104,58780.9144019486,0.0003063673682077,-0.1791354816688223,0.0267320623108639,0.1669655740333837,5.099353288887683e-06,0.2475082851494455,0.0158395054659732,19.36761650107891,19.96690378874587,19.494055718120883,0.0180716129103026
ZTF19acgaxej,0.06799637,58785.474224182326,0.0009314570250461,0.9745768732818152,-0.0148992779002719,0.1316321126942057,1.4123187606736398e-05,0.1861975278978632,0.014604125035983,18.170587132768247,18.863135275387727,18.348377735470795,0.0164624407770883
ZTF19acgpkye,0.049,58788.81668389536,0.0013110587053672,0.1878316237152946,0.1259791570081615,0.2211087377654621,2.0901527565255854e-05,0.2612965206718605,0.0166790151347996,17.738288971785735,18.172947552152245,17.768732088469392,0.0173093280411055
ZTF19achjpyc,0.09827348,58779.24300766995,0.0005150473903141,0.3138534152999009,-0.1010210059134971,0.359165817630128,1.3226604183401172e-05,0.3561608283518947,0.0290900878925557,18.85986296511729,19.69015381153507,19.11857809945133,0.027882100361997
ZTF19achvpik,0.08653826,58789.34199844764,0.0003460773688233,1.582882073198577,0.2188147478011222,0.4791285190876806,1.0842906346080265e-05,0.5944363871607592,0.0392800084696092,19.124596025867685,19.426415736815656,19.07819504582527,0.0340170639437241
ZTF19acitnck,0.04889309,58794.908499025296,0.0011334945109348,-0.9404147507361056,0.1284055878621923,0.1268578330746095,2.130009864797723e-05,0.1513247265251889,0.0182084383635971,17.903701283603652,18.31342300628559,17.922309131846614,0.0204026468976499
ZTF19aclhohd,0.06971765,58798.9520350693,0.000650722918538,1.886224213546997,0.1583801924385524,6.768230014131404e-05,1.2389073970080776e-05,0.3078117407007832,0.0212222919849206,18.465385926281325,18.87681534825608,18.482309805660257,0.020671265402736
ZTF19aclthzj,0.115,58801.1611539674,0.0003466359356636,0.1721627036931487,-0.0795120806474819,0.1200231429793348,4.778775906126791e-06,0.1602569093096257,0.0141260912467991,19.280919945152867,20.07115009475584,19.516874870353277,0.0149681250034685
ZTF19acmbhvv,0.062407,58915.331805572925,0.0009166354264137,0.5806893647370733,0.059515881881678,0.1542911653014016,1.1969440875616955e-05,0.1647051328901264,0.0135343645938242,18.155903816650422,18.71238050655661,18.25591212263166,0.0141775616945266
ZTF19acmbkmr,0.10070589,58789.21554367779,0.0004457152431815,1.5480278132678658,-0.0102120636602284,0.6275897915038513,1.5834901008586575e-05,0.6465727834979929,0.0361446422773632,18.96284254409006,19.658026564974328,19.14170163790165,0.0385728906219595
