name,z,t0,x0,x1,c,t0_err,x0_err,x1_err,c_err,peakmag_ztfg,peakmag_ztfi,peakmag_ztfr,mag_err
ZTF18aaaqexr,0.07022749,58893.66017846352,0.0005493143921925,-1.6161179561268255,0.1080305228068534,0.1361585292906966,7.413406390375495e-06,0.1727597547515393,0.0125568618882125,18.70492334726346,19.137239805704382,18.73857351793298,0.0146528178271259
ZTF18aabdgik,0.02160394,58429.88043039994,0.0077719104628807,-0.7664363033223505,0.1035339887038821,0.2018802152742864,0.0001256036305049,0.1767268075235278,0.040416019202433,15.824276238850732,16.280040537754147,15.869154367942771,0.0175468322415249
ZTF18aabtaor,0.07983481,58189.360782735166,0.0008355736231925,0.0548172932891384,-0.0647256578337024,0.1497648960903461,2.674943504852265e-05,0.1394673405333151,0.0284077058104721,18.319651023381777,19.082001620077158,18.53982057145061,0.0347579546348541
ZTF18aabtwqb,0.06846561,58189.69269284866,0.0012211164305008,0.2476093198513582,-0.090771864289168,0.2666807074747339,4.861120593198642e-05,0.1520220539341888,0.0335869715629533,17.91835711950686,18.729577004428837,18.16623402833476,0.0432218786996923
ZTF18aadzfso,0.06210047,58888.30010583858,0.0005947155527168,-0.4701900764431351,0.2324208086444964,0.0723874830255226,7.556428825066336e-06,0.109220196892535,0.0097299644372843,18.54896087081041,18.788827199793968,18.468106490189932,0.0137953149477473
ZTF18aahfbqp,0.04114499,59208.583280698615,0.0028479759371209,-1.592608554772892,-0.0712275583608929,0.3379118340417335,0.0001039823827812,0.3708370488277654,0.0327514437317208,17.00287555587621,17.74636625122462,17.218010823571905,0.0396412891594873
ZTF18aahfeiy,0.07126,58214.61099849874,0.0009064513717234,1.33832696405868,0.0145389133475882,0.118317777152697,1.3425537462652167e-05,0.1046147468936839,0.0127925663650702,18.18252559343129,18.8308620343261,18.33455328244507,0.0160809421732386
ZTF18aahptcq,0.06354,58221.20225639086,0.0006883496912417,0.8119471723850941,0.2106781271967265,0.1657429704609967,2.7232843803750443e-05,0.1510310081391971,0.0311304263595705,18.39034484257024,18.691173554913693,18.343023043817396,0.0429544530236022
ZTF18aahshhp,0.061481,58911.7874002334,0.0012830288042417,0.32163187681536,-0.016595516585462,0.1361714431186556,1.0609801367197316e-05,0.175922115508335,0.0080122449166891,17.82933731647701,18.51286914087587,18.0031900915887,0.008978321789483
ZTF18aaiajvb,0.09616065,58212.58608260918,0.0003756892254148,1.8870688331308076,0.1573875075241449,0.1053698703326517,4.927918100244095e-06,0.1207203570103351,0.0118184168499841,19.06228808040514,19.475435795261788,19.08019606952625,0.0142416091108524
