ZTF20abipuee 0.05853148 286.10944 55.246078
filter ztfg
59026.369 20.164 0.176 
59027.363 19.565 0.140 
59028.344 19.350 0.128 
59029.260 19.086 0.106 
59029.286 19.000 0.077 
59030.365 18.784 0.049 
59030.390 18.835 0.083 
59031.328 18.623 0.055 
59031.329 18.588 0.098 
59032.472 18.486 0.062 
59032.472 18.446 0.029 
59033.212 18.464 0.061 
59033.458 18.313 0.046 
59034.217 18.367 0.068 
59034.242 18.321 0.062 
59035.450 18.134 0.094 
59038.266 18.194 0.046 
59038.286 18.149 0.065 
59041.366 18.287 0.036 
59041.368 18.185 0.045 
59041.390 18.210 0.092 
59042.346 18.288 0.046 
59042.347 18.331 0.035 
59042.350 18.270 0.083 
59044.346 18.477 0.057 
59044.352 18.509 0.050 
59047.284 18.758 0.069 
59047.285 18.775 0.063 
59050.372 19.108 0.124 
59050.388 19.058 0.096 
59053.351 19.493 0.155 
59053.366 19.439 0.067 
59056.404 19.708 0.175 
59059.312 19.924 0.116 
59059.312 20.185 0.198 
59059.388 20.054 0.274 
59060.304 20.240 0.271 
59060.306 20.055 0.263 
59060.364 20.077 0.232 
59062.358 20.042 0.294 
59089.337 20.714 0.312 
filter ztfr
59028.233 19.401 0.128 
59031.361 18.712 0.121 
59031.362 18.569 0.149 
59032.326 18.401 0.123 
59032.327 18.435 0.152 
59032.352 18.447 0.112 
59032.353 18.515 0.137 
59032.353 18.436 0.106 
59033.348 18.366 0.073 
59033.349 18.405 0.109 
59034.351 18.215 0.094 
59034.352 18.363 0.106 
59034.353 18.369 0.083 
59034.363 18.327 0.099 
59034.366 18.318 0.099 
59035.347 18.277 0.123 
59035.348 18.162 0.109 
59037.332 18.231 0.096 
59037.332 18.225 0.080 
59038.345 18.246 0.069 
59038.346 18.175 0.047 
59038.361 18.260 0.054 
59038.366 18.128 0.045 
59040.369 18.209 0.081 
59040.369 18.343 0.070 
59041.275 18.159 0.086 
59041.279 18.174 0.105 
59044.242 18.312 0.090 
59044.388 18.382 0.092 
59044.397 18.424 0.074 
59044.397 18.381 0.093 
59044.398 18.326 0.074 
59044.398 18.402 0.101 
59044.399 18.332 0.046 
59044.399 18.421 0.061 
59044.399 18.365 0.072 
59044.400 18.322 0.083 
59044.400 18.357 0.092 
59044.401 18.362 0.095 
59044.401 18.379 0.103 
59044.402 18.362 0.081 
59044.402 18.410 0.065 
59044.403 18.362 0.051 
59044.403 18.327 0.083 
59044.404 18.407 0.060 
59044.404 18.344 0.079 
59044.405 18.320 0.097 
59044.405 18.331 0.073 
59044.406 18.361 0.076 
59044.406 18.384 0.070 
59044.406 18.367 0.063 
59044.407 18.441 0.064 
59044.407 18.391 0.073 
59044.408 18.331 0.088 
59044.408 18.352 0.077 
59044.409 18.361 0.093 
59044.409 18.297 0.077 
59044.410 18.358 0.073 
59044.410 18.311 0.067 
59044.411 18.348 0.070 
59044.411 18.416 0.068 
59044.412 18.326 0.056 
59044.412 18.379 0.089 
59044.413 18.328 0.089 
59044.413 18.308 0.084 
59044.413 18.348 0.062 
59044.414 18.398 0.067 
59044.414 18.347 0.063 
59044.415 18.320 0.054 
59044.415 18.427 0.068 
59044.416 18.376 0.052 
59044.416 18.357 0.100 
59044.417 18.359 0.066 
59044.417 18.306 0.084 
59044.418 18.284 0.072 
59044.418 18.400 0.063 
59044.419 18.334 0.066 
59044.419 18.372 0.076 
59044.420 18.355 0.062 
59044.420 18.373 0.071 
59044.420 18.364 0.084 
59044.421 18.352 0.082 
59044.421 18.337 0.104 
59044.422 18.330 0.088 
59044.422 18.433 0.088 
59044.423 18.312 0.091 
59044.423 18.407 0.078 
59044.424 18.365 0.053 
59044.424 18.374 0.062 
59044.425 18.404 0.073 
59044.425 18.403 0.056 
59044.426 18.331 0.057 
59044.426 18.400 0.066 
59044.427 18.387 0.082 
59044.427 18.337 0.087 
59044.427 18.344 0.075 
59044.428 18.405 0.053 
59044.428 18.360 0.076 
59044.429 18.337 0.061 
59044.429 18.344 0.070 
59044.430 18.340 0.062 
59044.430 18.406 0.055 
59044.431 18.415 0.056 
59044.431 18.316 0.067 
59044.432 18.342 0.065 
59044.432 18.372 0.088 
59044.433 18.371 0.073 
