ZTF20aclkyjg 0.12425965 45.877458 -22.953827
filter ztfg
59140.393 20.985 0.200 
59140.393 20.689 0.159 
59140.397 20.611 0.150 
59141.331 20.380 0.158 
59141.331 20.659 0.138 
59142.397 20.030 0.071 
59144.341 19.783 0.041 
59144.351 19.748 0.039 
59144.352 19.771 0.040 
59145.268 19.646 0.057 
59145.268 19.587 0.061 
59150.378 19.017 0.104 
59151.283 19.008 0.115 
59151.287 19.251 0.145 
59151.315 19.072 0.150 
59152.317 19.119 0.174 
59153.398 18.962 0.146 
59154.319 19.076 0.152 
59154.320 18.912 0.114 
59155.357 18.970 0.096 
59156.335 18.965 0.070 
59156.343 19.142 0.087 
59158.293 19.041 0.110 
59158.306 19.048 0.102 
59158.307 18.992 0.092 
59165.312 19.407 0.053 
59166.382 19.356 0.058 
59168.249 19.670 0.064 
59168.250 19.608 0.056 
59168.271 19.606 0.057 
59169.334 19.598 0.086 
59169.348 19.617 0.086 
59169.348 19.567 0.078 
59171.307 19.889 0.083 
59172.313 20.012 0.100 
59176.259 20.462 0.245 
59183.195 19.525 0.213 
filter ztfr
59137.367 20.820 0.196 
59137.368 20.979 0.209 
59139.310 20.477 0.155 
59139.310 20.630 0.163 
59144.398 19.957 0.066 
59151.352 19.237 0.116 
59152.379 19.377 0.133 
59153.334 19.261 0.129 
59153.365 19.015 0.113 
59153.365 19.114 0.134 
59156.296 19.143 0.067 
59156.312 19.204 0.067 
59158.332 19.084 0.088 
59158.332 18.996 0.081 
59158.375 19.209 0.132 
59165.334 19.423 0.055 
59166.294 19.401 0.059 
59168.293 19.641 0.073 
59168.308 19.359 0.058 
59168.309 19.382 0.059 
59169.272 19.480 0.080 
59170.271 19.593 0.065 
59170.309 19.548 0.066 
59171.323 19.595 0.073 
59172.284 19.600 0.073 
59172.284 19.471 0.065 
59173.307 19.593 0.063 
59173.308 19.775 0.090 
59176.288 19.940 0.176 
59176.293 19.653 0.099 
59178.296 19.947 0.156 
59181.312 19.534 0.195 
59181.313 20.016 0.311 
59182.205 19.878 0.187 
59182.205 19.855 0.180 
59185.281 20.132 0.173 
59185.282 19.822 0.124 
59187.290 20.122 0.222 
59187.302 19.967 0.222 
59187.302 20.077 0.288 
59194.256 20.413 0.179 
59200.234 20.601 0.174 
59202.256 20.624 0.257 
59203.184 20.493 0.233 
59205.162 20.519 0.167 
59205.163 20.594 0.170 
