ZTF19abrdnty 0.05085947 83.811165 17.609009
filter ztfg
58717.444 20.301 0.309 
58722.465 19.055 0.032 
58725.474 18.692 0.020 
58730.446 18.490 0.023 
58732.454 18.500 0.024 
58734.514 18.588 0.036 
58734.521 18.467 0.045 
58735.477 18.527 0.023 
58737.519 18.593 0.026 
58738.478 18.655 0.036 
58741.505 18.815 0.051 
58744.517 18.993 0.068 
58744.523 18.819 0.060 
58744.523 18.837 0.064 
58746.476 19.109 0.074 
58746.476 19.006 0.067 
58749.482 19.335 0.050 
58756.460 20.077 0.068 
58758.463 20.216 0.090 
58758.464 20.100 0.083 
58759.442 20.316 0.075 
58760.464 20.373 0.126 
58760.465 20.076 0.091 
58763.462 20.313 0.089 
58766.411 20.400 0.141 
58766.479 21.015 0.133 
58767.375 19.780 0.208 
58768.405 20.546 0.237 
58769.503 20.514 0.241 
58776.526 20.391 0.190 
58777.509 21.041 0.303 
58779.398 21.307 0.205 
58779.416 20.999 0.202 
58779.417 21.410 0.253 
58787.436 21.188 0.283 
58787.437 21.077 0.301 
58788.419 21.321 0.295 
filter ztfr
58717.486 19.754 0.117 
58722.496 18.838 0.025 
58725.504 18.496 0.017 
58730.489 18.224 0.014 
58732.499 18.213 0.014 
58735.506 18.187 0.013 
58738.519 18.257 0.018 
58740.469 18.403 0.035 
58740.469 18.506 0.044 
58741.476 18.422 0.036 
58744.466 18.565 0.047 
58750.521 18.817 0.038 
58756.496 18.968 0.028 
58759.497 19.017 0.027 
58761.436 18.994 0.044 
58761.436 18.995 0.037 
58763.497 19.112 0.034 
58764.465 19.196 0.040 
58764.466 19.179 0.036 
58766.502 19.162 0.032 
58769.392 19.442 0.109 
58769.404 19.213 0.067 
58769.446 19.240 0.071 
58770.368 19.364 0.124 
58770.369 19.311 0.132 
58771.389 19.343 0.149 
58771.389 19.707 0.207 
58772.524 19.690 0.141 
58776.441 19.622 0.144 
58777.441 19.681 0.113 
58777.441 19.910 0.114 
58779.330 19.798 0.079 
58781.517 20.011 0.223 
58783.405 20.028 0.091 
58783.405 19.992 0.087 
58785.486 20.018 0.116 
58786.422 20.090 0.201 
58786.422 20.174 0.237 
58788.335 20.463 0.165 
58791.471 20.301 0.096 
58792.498 20.636 0.170 
58792.498 20.305 0.132 
58792.499 20.244 0.121 
58798.299 20.213 0.190 
58798.302 20.527 0.295 
58798.303 20.226 0.199 
58799.356 20.277 0.245 
