ZTF20aadyukn 0.0427419 162.976679 65.718758
filter ztfg
58852.490 20.756 0.121 
58852.491 21.075 0.165 
58853.483 20.408 0.085 
58854.507 20.045 0.162 
58855.496 19.748 0.063 
58855.497 19.745 0.066 
58859.520 18.950 0.092 
58861.458 18.993 0.156 
58862.452 18.833 0.071 
58864.409 18.766 0.030 
58866.410 18.677 0.025 
58866.411 18.694 0.025 
58871.408 18.784 0.033 
58871.409 18.843 0.033 
58872.239 18.848 0.033 
58872.240 18.908 0.031 
58872.241 18.806 0.030 
58873.368 18.895 0.025 
58873.369 18.918 0.026 
58875.428 19.102 0.036 
58875.429 19.073 0.037 
58876.241 19.093 0.037 
58877.384 19.117 0.038 
58877.387 19.294 0.047 
58878.391 19.293 0.066 
58878.393 19.227 0.052 
58878.394 19.221 0.057 
58879.243 19.332 0.092 
58880.449 19.477 0.061 
58880.450 19.344 0.048 
58881.455 19.467 0.046 
58881.455 19.629 0.056 
58881.456 19.520 0.047 
58883.450 19.875 0.123 
58883.451 19.652 0.099 
58884.280 19.428 0.138 
58884.285 19.801 0.194 
58884.286 19.715 0.201 
58885.305 20.063 0.236 
58885.305 20.116 0.289 
58886.244 19.672 0.166 
58886.245 19.602 0.149 
58887.242 19.706 0.214 
58887.243 19.797 0.229 
58888.308 19.837 0.226 
58890.299 20.195 0.305 
58891.224 20.128 0.166 
58891.225 20.430 0.206 
58892.173 20.513 0.175 
58893.242 20.929 0.168 
58893.243 20.464 0.109 
58893.244 20.123 0.081 
58894.327 20.571 0.111 
58894.328 20.588 0.109 
58895.238 20.757 0.145 
58895.238 20.684 0.146 
58898.285 21.260 0.235 
58899.365 21.343 0.239 
58899.366 20.624 0.124 
58900.323 20.729 0.146 
58905.265 21.072 0.311 
58906.300 21.025 0.230 
58912.264 20.583 0.211 
filter ztfr
58851.491 20.277 0.184 
58852.446 20.143 0.102 
58852.447 20.278 0.107 
58853.549 19.681 0.072 
58854.477 19.294 0.107 
58855.531 19.052 0.061 
58855.532 18.958 0.049 
58859.281 18.549 0.082 
58859.433 18.308 0.042 
58860.301 18.390 0.078 
58860.390 18.290 0.045 
58860.391 18.233 0.039 
58861.326 18.254 0.058 
58862.360 18.071 0.034 
58863.362 18.076 0.031 
58863.364 18.068 0.028 
58864.324 18.008 0.018 
58866.361 18.020 0.018 
58866.362 18.011 0.021 
58867.362 18.038 0.022 
58871.325 18.027 0.022 
58871.326 18.099 0.023 
58873.264 18.097 0.018 
58873.284 18.174 0.019 
58874.264 18.138 0.021 
58874.265 18.194 0.021 
58875.255 18.233 0.023 
58875.258 18.223 0.021 
58876.262 18.279 0.022 
58877.320 18.293 0.029 
58877.323 18.365 0.035 
58878.326 18.434 0.040 
58878.328 18.392 0.038 
58878.329 18.485 0.043 
58879.326 18.364 0.050 
58880.279 18.637 0.042 
58880.280 18.508 0.039 
58881.345 18.632 0.034 
58881.346 18.662 0.034 
58881.347 18.639 0.033 
58883.511 18.618 0.073 
58883.512 18.788 0.085 
58884.486 18.675 0.058 
58884.487 18.690 0.054 
58884.488 18.714 0.064 
58885.239 18.731 0.104 
58885.241 18.710 0.095 
58886.301 18.876 0.077 
58886.306 18.537 0.063 
58888.425 18.607 0.099 
58888.426 18.672 0.114 
58890.425 18.585 0.081 
58890.426 18.646 0.091 
58890.426 18.797 0.103 
58891.329 18.795 0.055 
58891.329 18.804 0.050 
58893.303 18.958 0.045 
58893.304 18.772 0.037 
58893.308 18.825 0.038 
58894.283 18.739 0.031 
58894.284 18.818 0.036 
58895.281 18.884 0.039 
58895.282 18.888 0.038 
58896.298 19.055 0.043 
58896.302 18.882 0.039 
58896.303 18.903 0.042 
58898.347 18.978 0.035 
58899.291 19.077 0.045 
58899.324 19.078 0.041 
58899.328 19.070 0.042 
58900.263 19.075 0.064 
58903.389 19.395 0.052 
58904.219 19.371 0.059 
58904.220 19.381 0.061 
58905.220 19.142 0.077 
58906.223 19.349 0.091 
58909.324 19.557 0.078 
58911.241 19.642 0.158 
58912.408 19.974 0.128 
58912.412 19.713 0.109 
58913.241 19.859 0.113 
58914.385 19.859 0.143 
58915.408 20.051 0.281 
58915.409 19.539 0.155 
filter ztfi
58915.259 19.794 0.174 
