ZTF18aajnyyp 0.08496041 219.374135 43.67411
filter ztfg
58223.326 19.548 0.045 
58227.330 19.035 0.037 
58227.331 19.047 0.042 
58227.348 19.147 0.041 
58229.297 18.924 0.039 
58229.321 18.889 0.032 
58229.322 18.950 0.031 
58229.324 19.002 0.035 
58229.347 18.949 0.034 
58230.353 18.945 0.029 
58230.353 18.978 0.028 
58230.370 18.958 0.030 
58230.395 18.946 0.033 
58231.394 19.115 0.036 
58231.395 19.097 0.037 
58231.415 19.072 0.038 
58231.437 18.998 0.034 
58232.255 18.937 0.115 
58232.256 18.950 0.111 
58232.276 18.984 0.050 
58233.297 18.983 0.050 
58234.309 19.158 0.107 
58234.327 19.130 0.084 
58234.328 18.884 0.066 
58234.382 19.061 0.117 
58234.385 19.292 0.146 
58234.416 19.246 0.110 
58234.436 19.103 0.075 
58235.324 19.190 0.098 
58235.325 19.410 0.118 
58235.326 19.118 0.091 
58235.339 19.239 0.106 
58236.320 18.992 0.108 
58236.349 19.044 0.101 
58236.370 19.197 0.144 
58236.374 19.254 0.136 
58236.445 19.119 0.109 
58237.304 19.113 0.115 
58237.422 19.403 0.164 
58242.238 19.564 0.077 
58242.402 19.678 0.095 
58243.226 19.830 0.091 
58243.235 19.495 0.069 
58243.258 19.845 0.074 
58243.260 19.664 0.063 
58244.237 19.654 0.092 
58244.266 19.541 0.125 
58244.267 19.637 0.128 
58244.288 19.884 0.060 
58246.308 19.947 0.082 
58246.330 20.222 0.105 
58246.353 20.037 0.076 
58247.308 20.050 0.070 
58247.309 20.190 0.073 
58247.331 20.097 0.072 
58247.353 20.248 0.085 
58248.319 19.993 0.072 
58248.320 20.290 0.096 
58248.333 20.344 0.097 
58248.337 20.268 0.107 
58248.359 20.232 0.093 
58249.214 20.254 0.099 
58249.215 20.227 0.097 
58249.341 21.288 0.273 
58249.374 20.427 0.148 
58255.215 20.711 0.122 
58255.216 20.735 0.130 
58255.217 20.840 0.140 
58255.342 20.738 0.129 
58262.278 20.679 0.225 
58273.260 20.878 0.140 
58283.276 20.888 0.136 
58292.225 20.696 0.224 
58294.187 20.753 0.242 
filter ztfr
58217.364 20.182 0.125 
58217.397 20.561 0.178 
58219.399 20.663 0.249 
58221.278 20.242 0.272 
58222.265 19.671 0.139 
58222.283 19.764 0.150 
58222.302 19.857 0.156 
58222.303 19.657 0.127 
58222.310 19.999 0.159 
58222.316 19.566 0.110 
58222.322 20.073 0.154 
58222.323 19.768 0.126 
58222.350 19.697 0.115 
58222.374 19.797 0.116 
58222.391 19.766 0.110 
58224.305 18.799 0.151 
58224.320 19.289 0.126 
58224.425 19.225 0.104 
58226.291 19.323 0.070 
58226.299 19.220 0.091 
58226.300 19.119 0.082 
58226.312 19.215 0.051 
58226.320 19.263 0.059 
58226.349 19.197 0.057 
