ZTF21aaabvkj 0.08055217 218.853893 55.075914
filter ztfg
59215.494 18.933 0.110 
59215.520 18.814 0.101 
59217.530 18.642 0.058 
59217.554 18.524 0.053 
59219.424 18.492 0.057 
59219.452 18.553 0.041 
59221.518 18.575 0.025 
59221.519 18.550 0.032 
59223.530 18.730 0.023 
59223.548 18.707 0.036 
59224.529 18.740 0.019 
59225.488 18.859 0.057 
59226.551 18.864 0.019 
59226.554 18.866 0.029 
59227.487 18.871 0.031 
59231.427 19.368 0.047 
59231.452 19.427 0.043 
59256.520 21.140 0.153 
59267.390 20.607 0.251 
59269.478 21.036 0.225 
filter ztfr
59215.474 18.571 0.100 
59215.475 18.997 0.136 
59215.532 18.944 0.047 
59217.469 18.794 0.053 
59217.470 18.748 0.048 
59217.499 18.731 0.023 
59219.500 18.747 0.050 
59219.507 18.678 0.059 
59219.508 18.604 0.026 
59221.456 18.649 0.061 
59221.533 18.612 0.052 
59223.490 18.613 0.040 
59223.491 18.670 0.022 
59223.493 18.729 0.054 
59226.493 18.735 0.038 
59227.508 18.722 0.049 
59229.530 19.045 0.073 
59229.533 18.956 0.065 
59231.492 19.015 0.038 
59231.532 19.026 0.042 
59248.448 20.118 0.164 
59248.453 19.944 0.114 
59250.431 20.345 0.207 
59252.513 20.326 0.105 
59252.513 20.162 0.085 
59255.412 20.177 0.098 
59256.453 20.139 0.085 
59258.349 20.198 0.155 
59264.521 20.428 0.136 
59265.310 20.710 0.292 
59266.391 19.937 0.170 
59267.435 20.373 0.214 
59268.467 20.500 0.154 
59296.390 20.127 0.237 
filter ztfi
59216.488 19.113 0.110 
59217.509 19.040 0.081 
59223.428 19.243 0.160 
59224.467 19.229 0.132 
59226.476 19.201 0.134 
59227.533 19.447 0.102 
59230.521 19.476 0.103 
59232.466 19.479 0.101 
59252.342 19.901 0.144 
59252.343 19.948 0.162 
59255.509 20.567 0.271 
59255.510 20.220 0.168 
59265.344 20.511 0.279 
