ZTF20abupbub 0.0512581 1.026938 51.663993
filter ztfg
59078.399 20.921 0.157 
59079.343 20.510 0.102 
59080.386 20.104 0.082 
59080.407 19.979 0.064 
59081.342 19.592 0.045 
59084.354 18.734 0.020 
59084.360 18.814 0.021 
59085.357 18.603 0.018 
59085.364 18.563 0.016 
59086.473 18.440 0.014 
59087.343 18.307 0.016 
59088.306 18.197 0.021 
59089.292 18.134 0.027 
59089.383 18.153 0.013 
59090.291 18.096 0.029 
59091.282 17.981 0.020 
59092.309 17.998 0.026 
59093.424 17.962 0.028 
59094.487 17.948 0.034 
59095.291 18.001 0.031 
59095.299 18.038 0.033 
59096.507 18.048 0.040 
59097.400 18.090 0.034 
59097.409 18.111 0.032 
59106.317 18.772 0.030 
59107.362 19.003 0.035 
59109.314 19.223 0.040 
59109.330 19.169 0.049 
59110.354 19.366 0.061 
59111.347 19.369 0.036 
59112.295 19.401 0.033 
59114.331 19.664 0.043 
59115.225 19.857 0.069 
59115.263 19.758 0.057 
59116.262 19.793 0.062 
59117.246 19.763 0.075 
59118.364 20.062 0.067 
59119.240 20.160 0.127 
59120.239 20.253 0.191 
59121.284 20.259 0.207 
59122.249 19.874 0.162 
59129.319 20.459 0.140 
59134.243 20.852 0.154 
59136.242 20.914 0.152 
59140.201 21.184 0.165 
59144.329 20.999 0.126 
filter ztfr
59077.475 20.946 0.149 
59078.352 20.488 0.125 
59079.387 20.062 0.076 
59080.344 19.798 0.073 
59080.364 19.753 0.066 
59081.390 19.361 0.046 
59081.430 19.407 0.045 
59082.473 19.250 0.067 
59084.298 18.616 0.022 
59085.326 18.456 0.017 
59086.343 18.284 0.015 
59086.378 18.316 0.016 
59087.363 18.153 0.015 
59087.435 18.181 0.015 
59088.385 18.104 0.015 
59089.422 18.004 0.012 
59090.496 18.013 0.014 
59093.363 17.859 0.021 
59094.340 17.853 0.024 
59094.356 17.847 0.029 
59095.391 17.935 0.029 
59095.402 17.867 0.023 
59096.303 17.880 0.019 
59097.300 17.951 0.033 
59098.344 17.948 0.022 
59106.362 18.373 0.022 
59109.385 18.498 0.038 
59112.350 18.593 0.017 
59112.373 18.524 0.017 
59113.285 18.546 0.021 
59115.294 18.619 0.022 
59115.313 18.621 0.021 
59116.345 18.691 0.024 
59117.368 18.742 0.022 
59118.239 18.733 0.029 
59118.340 18.745 0.033 
59122.227 19.004 0.072 
59123.285 19.100 0.091 
59124.270 19.087 0.067 
59125.301 19.068 0.064 
59126.328 19.269 0.076 
59129.216 19.349 0.060 
59134.200 19.577 0.054 
59136.204 19.763 0.068 
59138.311 19.887 0.081 
59140.217 19.736 0.050 
59144.220 20.041 0.083 
59151.227 20.123 0.162 
59153.118 19.972 0.148 
59155.262 20.103 0.146 
59157.239 20.385 0.143 
