ZTF18abbpeqo 0.06674 238.226884 50.619379
filter ztfg
58284.265 21.466 0.230 
58286.245 20.646 0.105 
58286.246 20.487 0.098 
58286.260 20.795 0.121 
58286.261 20.350 0.089 
58288.229 19.538 0.044 
58288.342 19.520 0.038 
58288.342 19.492 0.046 
58288.360 19.448 0.060 
58288.385 19.383 0.056 
58289.187 19.317 0.046 
58289.200 19.223 0.052 
58289.201 19.252 0.051 
58289.366 19.126 0.035 
58289.384 19.213 0.046 
58290.200 18.961 0.042 
58290.201 18.877 0.041 
58290.205 18.875 0.039 
58290.206 18.899 0.045 
58290.225 18.975 0.042 
58290.227 19.010 0.040 
58290.246 18.937 0.042 
58290.248 19.066 0.039 
58291.340 18.730 0.038 
58292.207 18.582 0.029 
58292.221 18.492 0.035 
58292.222 18.621 0.033 
58292.340 18.590 0.033 
58292.345 18.526 0.032 
58293.186 18.541 0.040 
58293.187 18.324 0.034 
58293.201 18.546 0.045 
58293.204 18.473 0.040 
58293.217 18.592 0.042 
58293.218 18.469 0.039 
58293.221 18.517 0.044 
58293.221 18.406 0.039 
58294.196 18.323 0.032 
58294.198 18.356 0.028 
58294.221 18.346 0.029 
58294.224 18.347 0.026 
58294.367 18.318 0.036 
58295.205 18.331 0.030 
58295.206 18.199 0.034 
58295.219 18.196 0.032 
58295.221 18.326 0.035 
58296.202 18.350 0.062 
58297.246 18.049 0.031 
58298.186 18.152 0.031 
58298.202 18.092 0.032 
58298.203 18.151 0.035 
58298.221 18.085 0.028 
58298.224 18.098 0.024 
58299.179 18.166 0.019 
58299.181 18.070 0.016 
58299.182 18.118 0.017 
58299.205 18.049 0.021 
58299.206 18.069 0.018 
58299.224 18.034 0.021 
58299.226 18.074 0.018 
58300.202 18.077 0.012 
58300.203 18.099 0.013 
58300.204 18.068 0.013 
58300.219 18.093 0.019 
58300.220 18.098 0.017 
58300.305 18.048 0.024 
58300.306 18.126 0.024 
58301.262 18.167 0.019 
58301.263 18.025 0.018 
58301.281 18.153 0.021 
58301.283 18.071 0.018 
58301.304 18.140 0.020 
58301.306 18.021 0.019 
58302.197 18.209 0.013 
58302.200 18.036 0.013 
58302.201 18.051 0.016 
58304.202 18.201 0.013 
58304.204 18.178 0.012 
58304.217 18.219 0.013 
58304.219 18.194 0.013 
58304.305 18.274 0.018 
58304.306 18.188 0.014 
58305.201 18.222 0.017 
58305.203 18.197 0.015 
58305.204 18.237 0.017 
58305.225 18.240 0.015 
58305.227 18.254 0.015 
58305.303 18.283 0.018 
58305.303 18.285 0.018 
58306.227 18.300 0.015 
58306.228 18.259 0.015 
58306.229 18.265 0.015 
58306.302 18.253 0.019 
58306.320 18.356 0.018 
58306.321 18.352 0.025 
58307.217 18.302 0.013 
58307.219 18.392 0.014 
58307.244 18.296 0.013 
58307.245 18.362 0.014 
58307.322 18.401 0.016 
58307.323 18.312 0.016 
58308.198 18.383 0.015 
58308.200 18.339 0.015 
58308.201 18.374 0.015 
58308.213 18.407 0.014 
58308.215 18.365 0.015 
58308.384 18.415 0.027 
58308.386 18.426 0.023 
58311.332 18.688 0.027 
58311.332 18.519 0.024 
58312.258 18.725 0.019 
58312.260 18.603 0.021 
58312.330 18.801 0.031 
58312.330 18.645 0.024 
58312.342 18.682 0.026 
58312.346 18.733 0.034 
58313.241 18.714 0.021 
58313.323 18.855 0.032 
58313.349 18.860 0.034 
58314.236 18.967 0.033 
58314.239 18.895 0.026 
58314.319 18.896 0.032 
58314.340 18.964 0.040 
58315.385 19.077 0.062 
58316.361 19.211 0.044 
58316.362 19.002 0.035 
58317.351 19.137 0.040 
58317.352 19.330 0.054 
58319.176 19.357 0.076 
58319.177 19.376 0.077 
58319.179 19.591 0.089 
58319.180 19.424 0.085 
58319.201 19.233 0.071 
58319.202 19.436 0.076 
58320.177 19.273 0.059 
58320.196 19.368 0.067 
58320.407 19.138 0.091 
58321.186 19.224 0.085 
58321.195 19.515 0.096 
58321.202 19.727 0.135 
58321.391 19.527 0.070 
58322.179 19.658 0.094 
58322.180 19.537 0.087 
58322.202 19.763 0.103 
58322.227 19.558 0.076 
58323.282 20.034 0.155 
58323.282 19.787 0.117 
58323.285 19.625 0.117 
58323.361 19.986 0.171 
58323.361 19.343 0.119 
58323.387 19.560 0.163 
58324.262 19.800 0.160 
58324.268 19.720 0.151 
58324.277 19.923 0.195 
58324.283 19.931 0.198 
58324.309 20.068 0.237 
58324.310 19.666 0.165 
58325.182 19.761 0.143 
58325.182 19.598 0.125 
58325.184 19.847 0.142 
58325.203 19.670 0.126 
58325.204 20.097 0.169 
58326.175 19.995 0.145 
58326.176 20.723 0.263 
58326.176 19.689 0.126 
58326.193 20.393 0.223 
58326.197 19.680 0.144 
