ZTF20acpwmui 0.08603522 124.630251 -4.361652
filter ztfg
59165.458 19.709 0.055 
59168.482 19.374 0.049 
59170.462 19.122 0.034 
59173.461 18.944 0.035 
59176.488 18.956 0.028 
59182.526 19.227 0.112 
59184.440 19.334 0.107 
59188.441 19.526 0.120 
59193.420 19.852 0.078 
59194.400 20.104 0.112 
59196.416 19.959 0.146 
59198.374 20.537 0.141 
59198.378 20.610 0.175 
59198.397 20.430 0.150 
59199.360 20.596 0.209 
59199.420 20.604 0.145 
59200.414 20.586 0.187 
59201.409 20.790 0.176 
59202.339 20.242 0.198 
59203.344 20.748 0.235 
59203.378 20.376 0.152 
59203.416 20.798 0.200 
59204.351 20.844 0.167 
59229.320 20.757 0.271 
filter ztfr
59165.437 19.944 0.094 
59168.439 19.449 0.074 
59170.522 19.258 0.051 
59176.436 18.952 0.039 
59178.534 19.048 0.048 
59180.443 19.199 0.119 
59182.476 19.031 0.075 
59184.477 19.301 0.098 
59188.396 19.554 0.115 
59193.397 19.628 0.087 
59193.502 19.638 0.077 
59194.379 19.544 0.111 
59194.461 19.719 0.092 
59196.375 19.745 0.141 
59196.463 19.689 0.113 
59198.278 19.617 0.146 
59198.427 19.640 0.090 
59198.457 19.865 0.118 
59199.312 20.058 0.179 
59199.399 19.846 0.112 
59200.380 19.740 0.124 
59201.445 19.988 0.113 
59202.390 20.070 0.128 
59202.433 20.054 0.164 
59203.427 19.982 0.145 
59203.454 20.030 0.128 
59203.455 19.855 0.113 
59204.386 19.892 0.084 
59204.437 20.027 0.091 
59210.293 20.572 0.276 
59210.382 20.491 0.240 
59220.289 20.425 0.190 
59221.414 20.621 0.285 
59222.336 20.649 0.187 
59223.459 20.529 0.259 
59227.361 20.890 0.210 
59229.290 20.468 0.226 
