ZTF19acyqwlm 0.02435335 119.44008 56.412951
filter ztfg
58833.510 18.692 0.099 
58833.510 18.701 0.091 
58833.513 18.735 0.096 
58837.489 17.540 0.013 
58837.490 17.559 0.016 
58846.487 16.972 0.006 
58846.487 17.010 0.006 
58849.473 17.090 0.007 
58849.486 17.139 0.006 
58850.430 17.192 0.010 
58850.431 17.173 0.009 
58852.468 17.361 0.006 
58852.468 17.291 0.007 
58853.453 17.423 0.006 
58853.463 17.370 0.008 
58854.493 17.532 0.016 
58855.179 17.621 0.036 
58855.425 17.635 0.015 
58859.143 18.049 0.066 
58859.144 17.911 0.064 
58860.114 18.175 0.094 
58861.112 18.330 0.034 
58861.351 18.340 0.048 
58862.433 18.429 0.058 
58862.435 18.460 0.051 
58864.175 18.592 0.020 
58864.180 18.632 0.021 
58864.180 18.606 0.034 
58864.181 18.655 0.034 
58864.199 18.612 0.020 
58867.214 18.998 0.040 
58867.393 18.880 0.023 
58872.214 19.287 0.029 
58872.245 19.416 0.036 
58873.341 19.484 0.043 
58873.343 19.374 0.035 
58874.360 19.625 0.041 
58874.361 19.550 0.034 
58875.180 19.660 0.063 
58875.182 19.545 0.058 
58876.188 19.561 0.048 
58876.199 19.499 0.035 
58876.223 19.648 0.076 
58876.224 19.606 0.078 
58876.244 19.570 0.039 
58876.245 19.657 0.046 
58877.220 19.524 0.048 
58877.239 19.677 0.078 
58878.229 19.661 0.109 
58878.229 19.629 0.189 
58878.229 19.530 0.159 
58878.266 19.799 0.103 
58879.178 19.874 0.121 
58879.179 19.641 0.145 
58879.179 19.732 0.143 
58879.189 19.628 0.110 
58879.257 19.761 0.099 
58879.257 19.960 0.153 
58880.259 19.652 0.060 
58880.260 19.819 0.081 
58881.182 19.876 0.166 
58881.183 19.810 0.101 
58881.200 19.844 0.104 
58881.202 19.699 0.150 
58881.218 19.729 0.117 
58881.220 19.953 0.101 
58884.260 19.985 0.214 
58884.284 19.881 0.193 
58885.264 19.455 0.165 
58885.282 19.495 0.172 
58886.203 19.665 0.178 
58886.219 19.790 0.195 
58886.239 19.651 0.150 
58887.221 20.099 0.251 
58887.236 19.611 0.139 
58888.269 19.668 0.177 
58888.271 19.866 0.209 
58890.257 19.798 0.186 
58890.290 19.766 0.146 
58891.175 19.786 0.054 
58891.207 19.730 0.081 
58892.185 20.008 0.055 
58893.201 20.195 0.077 
58893.228 19.862 0.052 
