ZTF20acrcewc 0.02383664 198.978622 8.027428
filter ztfg
59184.528 17.891 0.042 
59188.539 18.277 0.043 
59194.543 18.677 0.042 
59198.543 18.776 0.037 
59203.540 19.049 0.050 
59215.508 19.077 0.140 
59215.509 19.276 0.164 
59216.534 19.136 0.114 
59224.538 19.170 0.042 
59226.526 19.329 0.052 
59228.503 19.267 0.043 
59230.481 19.240 0.049 
filter ztfr
59167.536 15.071 0.302 
59167.555 13.612 0.213 
59169.537 14.994 0.264 
59169.538 16.558 0.011 
59169.542 14.141 0.182 
59169.542 16.561 0.012 
59169.547 14.987 0.264 
59169.547 16.588 0.013 
59169.551 14.848 0.201 
59169.552 16.525 0.014 
59169.556 16.584 0.025 
59171.552 16.654 0.009 
59171.557 16.643 0.012 
59173.557 16.768 0.020 
59177.541 16.847 0.011 
59177.542 13.915 0.268 
59177.546 16.918 0.009 
59177.546 14.457 0.245 
59177.553 16.885 0.009 
59177.553 14.295 0.268 
59177.557 16.881 0.013 
59179.548 12.957 0.203 
59184.512 16.977 0.017 
59184.512 13.646 0.294 
59188.514 17.147 0.015 
59194.513 17.511 0.013 
59198.500 17.801 0.024 
59200.544 17.879 0.024 
59203.519 18.028 0.027 
59215.539 18.434 0.053 
59215.540 18.376 0.054 
59216.514 18.439 0.057 
59217.481 18.460 0.040 
59222.476 18.594 0.034 
59224.501 18.629 0.045 
59226.502 18.816 0.037 
59228.482 18.796 0.030 
59229.524 16.394 0.296 
59230.543 18.800 0.035 
59233.490 18.953 0.040 
filter ztfi
59189.547 17.454 0.027 
59204.540 18.230 0.031 
59216.483 18.690 0.082 
59224.460 18.950 0.166 
59227.525 19.098 0.150 
59232.462 19.174 0.058 
