ZTF18acyarki 0.02622 224.288691 52.347708
filter ztfg
58472.489 16.626 0.009 
58480.533 17.035 0.010 
58482.539 17.184 0.009 
58487.510 17.557 0.007 
58491.509 17.978 0.012 
58494.534 18.313 0.011 
58502.473 18.914 0.079 
58506.500 19.094 0.114 
58507.498 19.023 0.112 
58511.509 19.235 0.065 
58522.476 19.298 0.049 
58522.504 19.334 0.030 
58526.463 19.379 0.052 
58538.541 19.658 0.133 
58540.406 19.680 0.089 
58540.427 19.687 0.067 
58540.445 19.616 0.050 
58540.466 19.654 0.044 
58541.435 19.652 0.045 
58541.445 19.678 0.042 
58543.490 19.666 0.042 
58543.519 19.654 0.040 
58547.342 19.652 0.056 
58547.346 19.668 0.058 
58547.360 19.690 0.053 
58547.388 19.562 0.047 
filter ztfr
58476.482 16.741 0.008 
58481.512 16.870 0.007 
58481.515 16.816 0.007 
58487.556 17.022 0.006 
58505.554 17.850 0.026 
58508.492 17.985 0.023 
58511.553 18.101 0.018 
58526.515 18.612 0.034 
58534.392 19.085 0.138 
58534.435 18.735 0.070 
58534.450 18.710 0.069 
58538.473 18.726 0.065 
58539.352 18.805 0.055 
58540.316 18.798 0.050 
58540.346 18.854 0.021 
58540.518 18.820 0.023 
58541.490 18.895 0.021 
58541.493 18.954 0.024 
58541.542 18.948 0.025 
58547.474 19.122 0.032 
58547.506 19.046 0.027 
58547.507 19.127 0.029 
58547.540 19.056 0.052 
filter ztfi
58538.552 19.086 0.107 
58547.447 19.207 0.074 
