ZTF20acmgalc 0.14445549 112.467043 11.085131
filter ztfg
59142.450 20.706 0.168 
59142.451 20.620 0.130 
59143.506 20.431 0.109 
59144.487 20.449 0.093 
59144.488 20.445 0.092 
59145.462 20.351 0.095 
59149.518 20.318 0.120 
59150.454 20.516 0.171 
59152.523 20.461 0.187 
59165.442 21.233 0.193 
59169.372 21.076 0.249 
filter ztfr
59141.496 20.684 0.210 
59143.479 20.699 0.182 
59145.521 20.580 0.178 
59149.369 19.891 0.171 
59150.484 20.246 0.116 
59152.481 20.168 0.221 
59155.464 20.391 0.197 
59176.423 21.058 0.262 
