ZTF18abrzcgl 0.04116091 109.457681 18.464418
filter ztfg
58363.504 17.671 0.023 
58368.507 18.121 0.016 
58371.516 18.421 0.030 
58374.466 18.714 0.040 
58377.515 18.850 0.029 
58380.506 19.177 0.035 
58383.457 19.431 0.077 
58427.381 20.711 0.298 
58430.364 20.716 0.275 
58438.416 20.773 0.165 
58438.442 20.673 0.128 
filter ztfr
58360.515 17.444 0.021 
58363.482 17.698 0.029 
58368.471 17.966 0.021 
58371.473 18.070 0.018 
58374.516 18.139 0.023 
58377.464 18.120 0.021 
58380.474 18.159 0.020 
58386.444 18.303 0.050 
58389.502 18.491 0.034 
58397.502 19.053 0.042 
58423.389 19.752 0.101 
58424.475 19.748 0.147 
58426.433 19.769 0.074 
58428.474 20.022 0.055 
58429.387 20.091 0.126 
58429.387 20.158 0.099 
58429.505 19.960 0.091 
58432.356 20.298 0.147 
58432.367 20.051 0.113 
58432.506 20.098 0.101 
58435.393 20.422 0.231 
58438.504 20.236 0.121 
