ZTF19adcdtyy 0.07165632 162.621908 8.898118
filter ztfg
58849.500 18.515 0.022 
58852.481 18.498 0.015 
58853.479 18.567 0.018 
58853.479 18.567 0.016 
58853.490 18.525 0.015 
58855.481 18.562 0.021 
58867.417 19.506 0.047 
58873.398 19.872 0.060 
58876.382 20.239 0.075 
58879.469 20.550 0.193 
58883.439 20.887 0.238 
58886.420 20.662 0.300 
58891.420 20.241 0.285 
58898.378 21.632 0.211 
58903.334 21.347 0.177 
58904.295 21.138 0.174 
58912.292 21.239 0.294 
filter ztfr
58846.461 18.881 0.030 
58852.459 18.570 0.018 
58855.539 18.630 0.025 
58859.337 18.781 0.102 
58859.338 18.703 0.087 
58859.365 18.696 0.072 
58860.396 18.779 0.081 
58864.339 18.965 0.037 
58867.355 19.173 0.046 
58871.486 19.312 0.065 
58873.317 19.287 0.052 
58876.339 19.464 0.043 
58883.286 19.734 0.140 
58886.295 19.569 0.106 
58894.275 20.304 0.086 
58898.356 20.499 0.083 
58899.318 20.514 0.088 
58900.401 20.440 0.105 
58904.233 20.598 0.134 
58906.249 20.551 0.185 
58909.317 20.505 0.128 
58913.233 20.715 0.212 
filter ztfi
58893.352 20.251 0.144 
