ZTF19aalbzoh 0.08690878 267.790465 21.443876
filter ztfg
58540.479 19.320 0.051 
58540.500 19.245 0.044 
58557.461 19.058 0.059 
58557.483 19.482 0.092 
58557.484 19.579 0.104 
58557.521 19.457 0.099 
58558.442 19.485 0.060 
58558.462 19.492 0.045 
58558.484 19.334 0.044 
58560.503 19.431 0.058 
58560.505 19.742 0.080 
58560.542 19.800 0.108 
58561.525 19.727 0.147 
58567.432 20.186 0.261 
58568.438 20.359 0.158 
58568.458 20.259 0.159 
58572.502 21.045 0.173 
58572.519 20.896 0.166 
58573.396 20.913 0.236 
58573.483 20.716 0.150 
58586.420 21.401 0.238 
58586.474 21.507 0.238 
58586.475 21.648 0.278 
58588.478 21.215 0.196 
filter ztfr
58540.507 19.328 0.054 
58540.525 19.384 0.056 
58540.546 19.315 0.042 
58557.523 19.411 0.118 
58557.540 19.237 0.072 
58558.504 19.288 0.052 
58560.456 19.330 0.057 
58560.457 19.113 0.059 
58560.462 19.395 0.066 
58561.376 19.265 0.130 
58561.416 19.290 0.100 
58561.436 19.402 0.093 
58568.485 19.751 0.110 
58568.502 19.655 0.098 
58572.433 19.749 0.066 
58573.439 19.975 0.083 
58573.504 19.829 0.084 
58575.420 19.953 0.066 
58575.440 19.958 0.058 
58575.477 19.795 0.095 
58580.483 19.950 0.096 
58580.511 19.954 0.091 
58582.421 20.366 0.097 
58582.447 20.293 0.086 
58582.479 20.370 0.097 
58583.513 20.194 0.116 
58584.391 20.573 0.170 
58584.414 20.309 0.152 
58584.504 20.461 0.105 
58585.401 20.365 0.105 
58585.423 20.500 0.125 
58586.374 20.444 0.171 
58586.396 20.817 0.221 
58586.484 20.473 0.129 
58586.485 20.592 0.123 
58588.415 20.729 0.163 
58588.437 20.755 0.162 
58588.442 20.861 0.164 
58597.428 20.569 0.165 
58598.355 20.910 0.189 
58598.378 20.487 0.175 
58605.422 21.201 0.194 
58606.367 21.213 0.195 
58607.360 21.186 0.177 
58607.378 21.042 0.158 
58608.464 21.218 0.206 
filter ztfi
58543.556 19.526 0.191 
58556.538 20.050 0.244 
58581.502 20.106 0.194 
58586.502 20.481 0.163 
