ZTF18acrcgyb 0.08172088 31.599281 -13.37365
filter ztfg
58441.252 19.616 0.169 
58441.252 19.860 0.198 
58468.295 19.847 0.142 
58468.296 19.568 0.119 
58469.166 20.006 0.204 
58469.166 19.870 0.167 
58472.171 20.392 0.260 
58472.171 20.178 0.232 
58472.190 20.247 0.266 
58482.149 20.903 0.279 
58482.149 20.744 0.276 
filter ztfr
58441.272 19.996 0.225 
58441.273 19.629 0.218 
58447.314 19.026 0.128 
58447.335 19.038 0.125 
58447.336 18.924 0.095 
58456.188 18.774 0.039 
58456.189 18.816 0.041 
58456.190 18.845 0.048 
58456.256 18.767 0.029 
58456.256 18.873 0.035 
58456.257 18.746 0.030 
58457.176 19.025 0.080 
58464.252 19.283 0.095 
58468.252 19.417 0.085 
58468.253 19.287 0.069 
58469.191 19.250 0.247 
58469.191 19.405 0.176 
58472.124 19.305 0.106 
58472.258 19.708 0.139 
58472.269 19.718 0.223 
58475.147 19.666 0.124 
58475.295 19.365 0.141 
58475.296 19.602 0.187 
58486.106 20.115 0.131 
58487.120 20.176 0.110 
58487.121 20.227 0.096 
58491.112 20.287 0.149 
58491.112 20.137 0.161 
58493.109 20.322 0.135 
