ZTF19aauqywe 0.058 267.628257 77.483833
filter ztfg
58617.392 19.108 0.057 
58628.455 18.878 0.046 
58634.243 19.316 0.043 
58640.346 19.922 0.075 
58643.324 20.146 0.095 
58646.326 20.398 0.164 
58649.365 20.163 0.228 
58674.196 20.845 0.224 
58705.223 20.794 0.259 
filter ztfr
58617.329 18.913 0.053 
58628.393 18.452 0.030 
58634.318 18.688 0.032 
58637.304 18.807 0.036 
58640.290 19.070 0.038 
58643.267 19.146 0.056 
58646.242 18.964 0.092 
58649.287 19.376 0.110 
58654.339 19.581 0.118 
58655.220 19.586 0.100 
58665.350 20.488 0.142 
58668.327 20.177 0.107 
58674.212 20.459 0.192 
58681.258 20.220 0.240 
58688.386 20.507 0.193 
58690.364 20.781 0.206 
58691.182 20.362 0.146 
58696.278 20.996 0.216 
filter ztfi
58627.444 18.984 0.072 
58636.309 19.537 0.116 
58640.308 19.458 0.118 
58644.246 19.352 0.132 
58648.295 19.207 0.144 
58652.263 19.317 0.144 
58659.182 19.740 0.158 
58663.182 19.803 0.155 
58668.464 20.099 0.197 
58685.299 20.302 0.219 
