ZTF20acrxrfv 0.08216371 0.814112 30.67541
filter ztfg
59173.268 20.097 0.074 
59178.152 18.941 0.042 
59180.177 18.754 0.087 
59182.149 18.723 0.055 
59184.177 18.532 0.036 
59186.139 18.597 0.034 
59188.172 18.647 0.027 
59193.179 18.747 0.021 
59195.180 18.916 0.028 
59198.184 19.080 0.037 
59199.174 19.203 0.045 
59202.198 19.422 0.049 
59204.218 19.656 0.085 
59205.110 19.741 0.055 
59210.185 20.203 0.188 
59210.186 20.118 0.175 
59215.099 20.909 0.232 
59216.138 20.596 0.110 
59218.116 20.795 0.140 
59220.161 20.989 0.176 
59222.250 20.637 0.233 
filter ztfr
59173.225 20.160 0.072 
59178.226 18.990 0.036 
59182.118 18.774 0.047 
59184.280 18.753 0.046 
59188.250 18.679 0.043 
59190.133 18.628 0.029 
59199.137 19.141 0.059 
59202.134 19.272 0.038 
59204.167 19.352 0.064 
59205.146 19.230 0.036 
59210.121 19.917 0.243 
59210.122 19.335 0.116 
59211.135 19.348 0.070 
59215.117 19.515 0.101 
59216.123 19.561 0.054 
59218.160 19.843 0.083 
59220.117 19.956 0.065 
59224.144 20.046 0.098 
59230.122 20.328 0.117 
59232.132 20.278 0.088 
59252.160 21.228 0.308 
filter ztfi
59187.263 19.089 0.124 
59203.138 20.214 0.145 
59211.176 19.986 0.186 
59223.217 19.964 0.186 
