ZTF18abtxvhy 0.06675016 344.803319 0.405031
filter ztfg
58368.358 20.026 0.073 
58371.350 19.074 0.030 
58374.276 18.595 0.023 
58377.339 18.256 0.015 
58380.354 18.158 0.017 
58383.276 18.126 0.041 
58387.287 18.268 0.049 
58390.306 18.540 0.042 
58390.348 18.583 0.031 
58390.355 18.410 0.039 
58430.165 20.971 0.183 
filter ztfr
58371.311 19.192 0.037 
58374.317 18.645 0.025 
58377.296 18.409 0.020 
58383.295 18.130 0.042 
58387.434 18.274 0.094 
58389.325 18.398 0.028 
58389.327 18.334 0.035 
58390.266 18.262 0.040 
58434.188 20.412 0.230 
58443.109 20.356 0.218 
58443.109 20.422 0.265 
58456.163 20.806 0.308 
filter ztfi
58369.341 20.004 0.158 
58373.341 19.091 0.077 
58377.320 18.847 0.058 
58397.333 19.496 0.074 
