ZTF18acpscso 0.07169 31.990773 -6.093366
filter ztfg
58441.257 19.139 0.081 
58468.296 19.199 0.073 
58472.170 19.461 0.128 
58472.171 19.411 0.116 
58474.102 19.803 0.188 
58475.124 19.528 0.157 
58475.125 19.789 0.145 
58481.269 20.021 0.159 
58483.178 20.469 0.148 
58487.150 20.674 0.138 
58487.151 20.583 0.118 
58490.106 20.795 0.185 
58491.128 20.687 0.185 
58491.129 20.992 0.207 
58493.170 20.796 0.179 
58494.150 20.599 0.139 
58494.161 21.039 0.204 
filter ztfr
58439.309 19.826 0.161 
58441.273 19.463 0.152 
58447.337 18.477 0.060 
58456.191 18.309 0.032 
58456.259 18.292 0.019 
58464.253 18.582 0.040 
58468.253 18.774 0.045 
58472.259 18.937 0.083 
58472.268 18.885 0.086 
58474.166 18.944 0.066 
58475.148 18.890 0.053 
58475.148 19.043 0.062 
58487.121 19.290 0.045 
58487.123 19.292 0.040 
58490.128 19.460 0.079 
58491.110 19.550 0.084 
58491.111 19.606 0.084 
