ZTF19aciubnc 0.03783552 301.519499 54.957941
filter ztfg
58363.349 19.618 0.076 
58379.203 18.573 0.019 
58383.260 18.846 0.044 
58383.260 18.755 0.039 
58384.289 18.817 0.050 
58384.391 18.813 0.118 
58387.265 19.007 0.068 
58387.265 19.126 0.079 
58399.104 20.475 0.173 
filter ztfr
58360.330 20.412 0.177 
58362.364 19.503 0.073 
58377.124 18.110 0.027 
58379.290 18.114 0.018 
58385.248 18.587 0.057 
58385.250 18.494 0.053 
58386.259 18.606 0.052 
58386.268 18.622 0.077 
58429.083 20.289 0.143 
