ZTF19aawqckx 0.03483753 270.571814 69.88197
filter ztfg
58645.243 17.249 0.010 
58648.371 17.021 0.010 
58651.454 16.999 0.016 
58654.306 17.151 0.012 
58655.287 17.184 0.012 
58661.483 17.645 0.026 
58662.436 17.789 0.008 
58663.472 17.872 0.021 
58663.473 17.857 0.021 
58665.239 18.043 0.011 
58672.308 18.940 0.025 
58672.325 18.958 0.025 
58673.304 19.036 0.032 
58673.327 19.053 0.025 
58674.321 19.095 0.031 
58674.326 19.040 0.030 
58674.351 19.063 0.027 
58675.307 19.182 0.041 
58675.349 19.141 0.038 
58677.347 19.336 0.063 
58679.291 19.395 0.095 
58680.200 19.540 0.124 
58681.203 19.499 0.120 
58682.202 19.592 0.094 
58683.277 19.941 0.123 
58684.267 19.587 0.106 
58685.365 19.746 0.115 
58688.329 19.806 0.076 
58693.267 20.108 0.076 
58695.308 20.039 0.076 
58696.264 20.285 0.075 
58696.309 20.138 0.070 
58697.328 20.032 0.061 
58699.311 20.254 0.094 
58700.262 19.952 0.057 
58700.308 20.167 0.074 
58701.311 20.165 0.077 
58702.311 20.198 0.082 
58703.192 19.993 0.129 
58703.311 20.164 0.084 
58704.306 20.231 0.129 
58704.384 20.218 0.121 
58704.402 20.131 0.118 
58705.225 20.201 0.137 
58705.410 19.985 0.100 
58706.179 20.222 0.122 
58706.228 19.904 0.118 
58707.225 20.507 0.240 
58707.406 20.466 0.204 
58708.165 20.310 0.190 
58708.184 20.686 0.261 
58708.226 20.703 0.282 
58708.392 20.195 0.197 
58709.226 20.248 0.185 
58710.161 20.538 0.252 
58710.214 19.930 0.157 
58710.226 19.762 0.147 
58711.213 20.055 0.165 
58716.318 20.539 0.178 
58717.299 20.661 0.184 
58718.319 20.136 0.139 
58718.362 20.284 0.161 
58719.300 20.489 0.163 
58719.361 20.641 0.303 
58720.318 20.370 0.114 
58720.353 20.376 0.145 
58720.362 20.284 0.133 
58722.298 20.632 0.138 
58722.353 20.607 0.173 
58722.361 20.332 0.118 
58723.320 20.293 0.115 
58723.361 20.205 0.097 
58724.320 20.393 0.129 
58724.354 20.364 0.148 
58724.363 20.649 0.172 
58725.180 20.464 0.143 
58725.203 20.481 0.117 
58725.296 20.542 0.116 
58725.354 20.441 0.144 
58725.362 20.399 0.123 
58726.297 20.832 0.188 
58726.353 20.353 0.138 
58726.361 20.386 0.145 
58727.164 20.746 0.116 
58727.174 20.450 0.097 
58727.180 20.657 0.113 
58727.270 20.795 0.169 
58727.319 20.470 0.127 
58727.353 20.439 0.146 
58728.184 20.720 0.150 
58730.354 20.579 0.171 
filter ztfr
58642.286 17.675 0.010 
58645.303 17.254 0.008 
58648.263 17.084 0.012 
58651.339 17.017 0.012 
58654.362 17.156 0.011 
58655.219 17.135 0.011 
58655.392 17.207 0.018 
58655.392 17.238 0.018 
58657.366 17.334 0.010 
58661.326 17.623 0.011 
58661.327 17.695 0.010 
58662.246 17.688 0.011 
58663.328 17.791 0.013 
58663.341 17.824 0.013 
58663.342 17.752 0.010 
58665.347 17.812 0.011 
58668.332 17.870 0.012 
58672.218 17.938 0.014 
58673.218 18.021 0.014 
58675.261 18.057 0.018 
58677.265 18.180 0.021 
58678.224 18.286 0.023 
58679.239 18.404 0.030 
58680.257 18.527 0.050 
58680.310 18.435 0.038 
58680.310 18.516 0.042 
58681.259 18.604 0.048 
58682.260 18.539 0.035 
58683.220 18.708 0.038 
58683.249 18.709 0.034 
58684.239 18.786 0.047 
58685.340 18.821 0.036 
58688.386 18.938 0.036 
58691.182 19.067 0.035 
58692.333 19.122 0.043 
58693.217 19.202 0.044 
58694.204 19.252 0.043 
58695.278 19.217 0.073 
58696.280 19.279 0.042 
58696.358 19.242 0.040 
58697.302 19.112 0.040 
58699.283 19.300 0.044 
58700.279 19.438 0.055 
58700.412 19.315 0.054 
58701.283 19.411 0.067 
58702.283 19.520 0.066 
58703.176 19.122 0.054 
58703.284 19.502 0.063 
58704.279 19.405 0.076 
58705.176 19.611 0.090 
58705.197 19.680 0.081 
58706.198 19.851 0.108 
58706.340 19.698 0.084 
58707.179 19.530 0.073 
58707.196 19.666 0.078 
58708.198 19.489 0.092 
58709.197 19.842 0.106 
58710.188 19.601 0.092 
58711.188 19.900 0.118 
58711.300 19.713 0.119 
58714.188 19.788 0.075 
58715.273 19.677 0.102 
58715.346 19.954 0.109 
58716.294 19.934 0.109 
58716.348 19.960 0.108 
58717.273 19.777 0.079 
58717.346 19.968 0.124 
58718.294 19.974 0.104 
58718.335 20.220 0.196 
58718.343 20.008 0.113 
58719.273 20.021 0.135 
58719.343 20.149 0.149 
58720.293 20.373 0.142 
58720.335 19.987 0.109 
58720.343 20.419 0.159 
58722.273 20.067 0.093 
58722.334 19.968 0.106 
58722.343 20.241 0.137 
58723.296 20.098 0.098 
58723.334 20.209 0.120 
58723.343 20.125 0.113 
58724.296 20.500 0.146 
58724.336 20.087 0.121 
58724.345 20.490 0.159 
58725.272 20.292 0.124 
58725.335 20.710 0.207 
58725.344 20.682 0.192 
58726.273 20.210 0.119 
58726.335 20.246 0.139 
58726.343 20.225 0.121 
58727.296 20.601 0.161 
58727.335 19.854 0.101 
58727.343 20.309 0.138 
58728.229 20.565 0.165 
58730.137 20.827 0.228 
58730.162 20.248 0.117 
filter ztfi
58644.245 17.580 0.018 
58648.297 17.504 0.019 
58652.260 17.732 0.024 
58659.182 18.210 0.027 
58663.183 18.427 0.033 
58668.464 18.218 0.027 
58672.443 18.121 0.025 
58679.260 18.517 0.035 
58685.299 18.873 0.049 
58690.327 19.098 0.050 
58701.407 19.858 0.117 
58706.154 19.960 0.165 
58710.249 19.787 0.137 
58715.311 19.885 0.138 
58725.222 20.071 0.138 
