ZTF19accibkt 0.0460939 28.919633 0.21299
filter ztfg
58758.372 18.865 0.026 
58758.373 18.893 0.025 
58760.412 18.335 0.018 
58760.413 18.331 0.017 
58764.319 17.778 0.014 
58764.319 17.834 0.015 
58766.317 17.686 0.025 
58766.317 17.718 0.029 
58767.382 17.570 0.031 
58767.382 17.642 0.029 
58830.207 20.160 0.200 
58830.207 20.344 0.270 
filter ztfr
58759.391 18.545 0.030 
58759.391 18.622 0.034 
58761.394 18.127 0.027 
58761.394 18.176 0.031 
58763.322 17.888 0.022 
58763.323 17.896 0.021 
58773.315 17.379 0.023 
58773.315 17.356 0.020 
58774.253 17.370 0.036 
58774.254 17.397 0.033 
58775.312 17.361 0.014 
58775.312 17.292 0.013 
58776.296 17.367 0.019 
58776.296 17.403 0.022 
58777.310 17.423 0.024 
58777.311 17.436 0.022 
58787.228 17.833 0.041 
58787.229 17.822 0.042 
58803.290 18.305 0.038 
58803.290 18.343 0.042 
58812.224 18.885 0.047 
58812.224 18.784 0.042 
