ZTF19aampqcq 0.01863 102.826842 49.883589
filter ztfg
58567.176 16.203 0.005 
58567.187 16.177 0.006 
58568.182 16.146 0.008 
58572.155 16.020 0.006 
58573.161 16.049 0.005 
58581.176 16.315 0.005 
58581.177 16.329 0.007 
58582.164 16.350 0.006 
58584.203 16.544 0.007 
58584.203 16.548 0.007 
58585.182 16.599 0.008 
58586.154 16.646 0.008 
58587.203 16.707 0.009 
58587.204 16.713 0.008 
58591.158 17.023 0.012 
58591.159 17.054 0.013 
58592.152 17.131 0.014 
58594.211 17.323 0.023 
58594.211 17.314 0.022 
58596.177 17.524 0.012 
58598.216 17.651 0.011 
58598.217 17.642 0.011 
58599.209 17.732 0.016 
58602.200 18.050 0.016 
58602.201 17.999 0.015 
58608.181 18.406 0.024 
filter ztfr
58567.137 16.053 0.003 
58567.138 16.029 0.003 
58573.143 15.869 0.003 
58581.140 16.078 0.007 
58582.181 16.190 0.005 
58585.152 16.521 0.007 
58586.206 16.552 0.007 
58587.161 16.568 0.011 
58588.152 16.586 0.006 
58592.222 16.722 0.012 
58598.156 16.757 0.007 
58598.164 16.803 0.006 
58599.153 16.817 0.007 
58632.163 18.417 0.075 
58632.166 18.288 0.056 
