ZTF20acjutba 0.08450822 6.477226 4.797556
filter ztfg
59136.236 20.531 0.110 
59138.259 19.787 0.083 
59140.276 19.332 0.035 
59144.319 18.919 0.022 
59149.261 18.792 0.116 
59153.211 18.662 0.095 
59155.168 18.850 0.082 
59157.292 18.891 0.059 
59164.254 19.832 0.136 
59167.254 20.071 0.107 
59169.245 20.075 0.100 
59193.170 20.604 0.191 
filter ztfr
59136.299 20.272 0.100 
59138.305 19.644 0.065 
59144.232 19.023 0.028 
59149.211 18.772 0.116 
59153.326 18.720 0.078 
59155.249 18.835 0.048 
59157.346 18.887 0.055 
59164.279 19.310 0.072 
59167.228 19.356 0.072 
59169.190 19.382 0.055 
59171.193 19.401 0.047 
59173.217 19.473 0.044 
59182.122 19.980 0.178 
59184.261 19.997 0.195 
59199.140 20.067 0.220 
59202.131 20.451 0.189 
filter ztfi
59173.253 19.700 0.091 
59187.257 20.200 0.292 
