ZTF20aciugdl 0.077205 124.998819 7.793692
filter ztfg
59135.476 19.173 0.041 
59137.478 18.797 0.026 
59139.457 18.532 0.031 
59141.456 18.509 0.019 
59143.508 18.386 0.014 
59145.457 18.387 0.019 
59149.516 18.419 0.025 
59150.506 18.461 0.021 
59151.481 18.460 0.046 
59152.517 18.488 0.038 
59155.505 18.660 0.053 
59156.483 18.744 0.065 
59158.482 18.868 0.063 
59165.457 19.353 0.040 
59168.464 19.609 0.070 
59170.441 19.813 0.063 
59173.442 19.934 0.063 
59176.489 20.251 0.080 
59178.483 20.274 0.082 
59193.454 20.835 0.172 
59193.457 21.541 0.295 
59194.401 20.881 0.259 
59198.373 20.838 0.164 
59202.360 21.161 0.289 
59203.416 20.994 0.213 
filter ztfr
59135.514 19.485 0.057 
59137.503 18.997 0.035 
59139.517 18.699 0.027 
59141.484 18.599 0.023 
59143.499 18.517 0.019 
59145.520 18.413 0.018 
59150.500 18.447 0.020 
59152.481 18.388 0.039 
59155.499 18.488 0.030 
59156.541 18.561 0.036 
59158.506 18.667 0.086 
59165.436 19.030 0.031 
59168.459 19.138 0.051 
59170.507 19.162 0.038 
59176.529 19.201 0.042 
59180.444 19.410 0.134 
59182.475 19.461 0.091 
59184.499 19.530 0.114 
59193.485 19.967 0.094 
59194.379 20.107 0.137 
59194.486 19.958 0.114 
59196.393 20.135 0.205 
59196.477 20.075 0.149 
59198.428 20.551 0.168 
59200.381 20.386 0.180 
59202.389 20.429 0.180 
59202.417 20.297 0.147 
59203.428 20.385 0.208 
59203.456 20.320 0.151 
59203.462 20.379 0.193 
59204.386 20.256 0.090 
59204.437 20.483 0.119 
59210.293 20.176 0.187 
59210.399 20.535 0.221 
filter ztfi
59180.411 19.758 0.295 
