ZTF20acrbpqd 0.06784761 194.917384 30.833445
filter ztfg
59169.488 18.685 0.039 
59178.507 17.803 0.012 
59188.544 18.092 0.024 
59193.474 18.344 0.025 
59195.548 18.660 0.032 
59198.549 18.915 0.027 
59199.550 18.979 0.029 
59202.515 19.328 0.056 
59202.516 19.355 0.061 
59204.473 19.543 0.047 
59204.474 19.383 0.039 
59215.489 20.281 0.271 
59219.443 20.216 0.157 
59221.484 20.609 0.141 
59223.538 20.830 0.138 
59225.485 20.550 0.202 
59227.466 20.765 0.125 
59231.425 20.738 0.112 
filter ztfr
59184.514 18.020 0.025 
59188.517 18.135 0.026 
59215.536 19.094 0.081 
59217.474 19.138 0.049 
59221.452 19.389 0.096 
59227.386 19.657 0.074 
filter ztfi
59166.503 20.102 0.231 
59171.528 18.861 0.061 
59188.497 18.828 0.072 
59216.475 19.102 0.081 
59222.486 19.591 0.106 
