ZTF20abxyadt 0.06572116 78.222404 9.330513
filter ztfg
59092.447 18.843 0.065 
59094.507 18.739 0.064 
59096.493 18.664 0.049 
59097.421 18.639 0.078 
59099.405 19.030 0.149 
59106.502 19.059 0.042 
59107.415 19.137 0.045 
59108.510 19.300 0.047 
59110.520 19.387 0.056 
59110.521 19.284 0.052 
59111.382 19.505 0.064 
59112.518 19.604 0.057 
59112.522 19.566 0.053 
59113.399 19.645 0.058 
59114.516 19.614 0.045 
59114.522 19.685 0.055 
59120.375 20.222 0.167 
59120.444 20.299 0.091 
59121.392 20.252 0.196 
59122.372 20.236 0.259 
59136.443 21.218 0.156 
59141.424 21.368 0.194 
59145.424 21.458 0.175 
59149.478 21.301 0.232 
59165.378 21.713 0.291 
filter ztfr
59094.449 18.681 0.056 
59095.455 18.508 0.042 
59096.419 18.556 0.054 
59107.502 18.891 0.028 
59108.487 19.014 0.032 
59109.502 19.022 0.052 
59110.485 19.071 0.033 
59111.503 19.257 0.032 
59112.484 19.206 0.029 
59113.504 19.341 0.033 
59114.485 19.367 0.039 
59117.416 19.252 0.035 
59118.531 19.401 0.064 
59120.520 19.380 0.046 
59120.522 19.367 0.046 
59122.493 19.558 0.078 
59123.364 19.597 0.130 
59124.350 19.589 0.148 
59125.481 19.283 0.063 
59126.391 19.109 0.085 
59134.445 19.701 0.069 
59136.464 19.842 0.049 
59141.395 20.155 0.076 
59143.454 20.262 0.072 
59145.380 20.399 0.093 
59149.436 20.483 0.145 
59151.369 20.263 0.157 
59153.441 20.510 0.248 
59165.402 20.985 0.175 
59167.353 20.855 0.174 
59171.424 20.909 0.190 
59176.404 21.200 0.198 
59176.405 21.653 0.278 
59179.338 21.000 0.275 
