ZTF19abcupln 0.0778615 242.678344 15.155894
filter ztfg
58663.211 20.551 0.100 
58666.210 19.785 0.056 
58672.184 19.293 0.044 
58672.187 19.333 0.046 
58672.187 19.425 0.040 
58672.188 19.448 0.039 
58674.206 19.343 0.065 
58675.296 19.272 0.068 
58678.272 19.336 0.119 
58681.188 19.749 0.136 
58684.211 20.058 0.071 
58690.192 20.909 0.136 
58693.233 20.975 0.160 
58697.206 21.073 0.161 
filter ztfr
58660.231 21.108 0.168 
58666.255 19.695 0.048 
58669.182 19.294 0.053 
58672.213 19.152 0.035 
58675.245 18.960 0.052 
58678.191 18.993 0.053 
58681.270 18.997 0.066 
58684.169 19.275 0.056 
58697.169 19.902 0.071 
58700.175 20.220 0.107 
filter ztfi
58667.184 19.409 0.076 
58675.209 19.641 0.113 
58685.304 19.739 0.105 
58696.168 19.789 0.077 
58700.155 20.106 0.179 
58706.167 20.769 0.264 
58725.211 19.912 0.249 
