ZTF20adadmsg 0.07 53.785308 -8.591867
filter ztfg
59224.189 17.939 0.025 
59232.216 18.070 0.015 
59248.207 19.066 0.041 
59250.127 19.197 0.057 
59250.128 19.279 0.060 
59251.125 19.185 0.036 
59253.207 19.291 0.048 
59255.151 19.353 0.047 
59257.151 19.634 0.057 
59260.132 19.953 0.162 
59263.134 20.112 0.262 
59265.152 20.170 0.156 
59269.170 20.201 0.221 
59271.173 20.013 0.279 
filter ztfr
59216.212 18.252 0.032 
59218.174 18.142 0.022 
59220.232 18.061 0.018 
59224.211 18.017 0.026 
59226.240 17.983 0.024 
59228.226 18.004 0.018 
59230.127 17.995 0.022 
59232.166 18.009 0.014 
59248.185 18.384 0.027 
59250.171 18.450 0.039 
59251.172 18.572 0.034 
59253.149 18.607 0.033 
59257.129 18.738 0.027 
59260.150 18.823 0.046 
59267.154 18.951 0.082 
filter ztfi
59219.165 18.386 0.038 
59223.229 18.274 0.027 
59227.235 18.257 0.018 
59231.277 18.276 0.075 
59249.235 18.433 0.122 
59253.140 18.644 0.042 
59256.202 18.648 0.041 
59266.177 18.870 0.100 
59270.173 18.906 0.085 
