ZTF19aanjjhk 0.06773847 153.775129 -18.71949
filter ztfg
58568.210 18.722 0.033 
58568.213 18.601 0.025 
58569.301 18.573 0.019 
58573.223 18.242 0.035 
58584.229 18.630 0.042 
58584.229 18.601 0.045 
58587.209 18.724 0.058 
58587.212 18.806 0.064 
58592.137 19.484 0.204 
58608.189 20.469 0.165 
58608.189 20.827 0.222 
filter ztfr
58568.274 18.769 0.037 
58568.275 18.680 0.031 
58573.232 18.453 0.034 
58573.252 18.422 0.038 
58581.231 18.398 0.026 
58581.232 18.498 0.023 
58584.168 18.526 0.040 
58584.169 18.631 0.051 
58587.254 18.651 0.059 
58587.293 18.767 0.083 
58592.247 18.814 0.115 
58598.141 19.185 0.058 
58598.142 19.079 0.051 
58601.254 19.209 0.064 
58601.254 19.156 0.063 
58608.210 19.187 0.098 
58617.232 19.874 0.245 
