ZTF19aaeyirx 0.05123215 149.284323 48.974573
filter ztfg
59323.188 19.936 0.172 
59325.220 19.611 0.128 
59329.304 18.399 0.092 
59329.305 18.468 0.088 
59335.239 18.241 0.030 
59335.244 18.208 0.036 
59336.233 18.352 0.036 
59338.181 18.402 0.029 
59340.180 18.637 0.036 
59340.181 18.588 0.030 
59342.220 19.024 0.052 
59346.325 19.312 0.111 
59348.223 19.563 0.074 
59353.214 20.130 0.216 
filter ztfr
59329.220 19.171 0.208 
59329.222 19.061 0.205 
59335.185 18.694 0.146 
59335.187 18.518 0.116 
59338.246 18.930 0.164 
59340.244 18.765 0.142 
59340.247 18.861 0.133 
59341.198 18.789 0.140 
59341.200 18.873 0.143 
59342.284 19.044 0.155 
59344.218 18.995 0.146 
59346.287 19.285 0.175 
59348.183 19.402 0.184 
59350.235 19.342 0.215 
59400.176 19.424 0.305 
59403.180 18.767 0.172 
filter ztfi
59339.183 18.881 0.139 
59342.180 19.229 0.190 
59349.261 19.261 0.214 
