ZTF20abwkqxd 0.04367324 311.299644 69.408877
filter ztfg
59084.345 20.659 0.112 
59086.280 19.357 0.030 
59088.310 18.745 0.038 
59089.297 18.538 0.042 
59089.297 18.528 0.039 
59090.300 18.369 0.030 
59090.300 18.388 0.035 
59090.301 18.384 0.049 
59090.302 18.374 0.054 
59091.265 18.183 0.032 
59091.266 18.181 0.030 
59091.290 18.215 0.055 
59091.291 18.264 0.060 
59092.316 18.074 0.034 
59092.316 18.027 0.037 
59092.319 18.113 0.061 
59092.319 18.133 0.065 
59093.430 17.992 0.035 
59094.217 17.850 0.028 
59095.195 17.898 0.029 
59095.313 17.823 0.029 
59095.325 17.784 0.029 
59095.326 17.777 0.025 
59095.326 17.827 0.053 
59095.327 17.828 0.049 
59097.342 17.643 0.019 
59113.205 18.300 0.014 
59116.260 18.619 0.025 
59116.261 18.631 0.026 
59116.261 18.524 0.019 
59116.284 18.577 0.018 
59117.257 18.669 0.027 
59117.258 18.662 0.028 
59117.258 18.684 0.023 
59117.259 18.715 0.055 
59117.259 18.687 0.052 
59119.249 18.942 0.045 
59119.250 18.898 0.054 
59119.261 18.942 0.057 
59119.261 18.841 0.090 
59119.262 18.869 0.096 
59120.244 19.002 0.062 
59120.245 19.180 0.090 
59120.245 19.113 0.079 
59120.258 19.036 0.131 
59120.259 18.882 0.111 
59121.322 19.077 0.067 
59121.323 19.214 0.072 
59121.323 19.135 0.070 
59121.324 18.972 0.108 
59121.324 19.190 0.129 
59122.273 19.072 0.091 
59122.273 19.071 0.094 
59122.273 19.085 0.084 
59122.274 19.332 0.191 
59122.274 18.991 0.153 
59123.178 19.238 0.095 
59125.179 19.310 0.086 
59126.259 19.343 0.088 
59126.260 19.350 0.079 
59126.261 19.243 0.162 
59126.261 19.397 0.173 
59129.321 19.618 0.077 
59131.198 19.757 0.044 
59136.142 20.112 0.061 
59138.217 20.102 0.095 
59138.269 20.121 0.216 
59138.269 19.983 0.228 
59138.270 20.037 0.114 
59138.271 20.173 0.150 
59140.162 20.091 0.051 
59142.122 20.246 0.078 
59151.156 20.467 0.235 
59153.143 20.624 0.269 
59153.223 20.161 0.257 
59155.143 20.130 0.176 
59164.242 20.966 0.271 
filter ztfr
59084.291 20.386 0.105 
59086.322 19.282 0.035 
59086.417 19.334 0.031 
59086.417 19.391 0.039 
59087.302 18.946 0.030 
59093.342 17.891 0.020 
59094.338 17.764 0.021 
59094.338 17.793 0.021 
59095.379 17.755 0.018 
59096.309 17.677 0.012 
59096.328 17.646 0.012 
59096.328 17.611 0.013 
59097.305 17.539 0.027 
59098.386 17.557 0.016 
59110.264 17.709 0.015 
59113.266 17.816 0.012 
59116.324 17.921 0.010 
59122.207 18.106 0.023 
59122.223 18.089 0.023 
59122.224 18.063 0.025 
59123.307 18.092 0.040 
59124.266 18.178 0.025 
59124.266 18.061 0.022 
59124.267 18.046 0.026 
59125.289 18.130 0.023 
59129.214 18.244 0.019 
59131.243 18.287 0.015 
59134.177 18.516 0.021 
59136.179 18.561 0.017 
59140.145 18.739 0.017 
59142.140 18.869 0.019 
59146.115 19.085 0.042 
59146.185 19.041 0.045 
59146.186 19.118 0.062 
59149.112 19.328 0.118 
59149.215 19.206 0.112 
59149.215 19.102 0.098 
59150.255 19.512 0.113 
59150.256 19.317 0.088 
59151.096 19.273 0.061 
59151.185 19.347 0.067 
59151.186 19.287 0.062 
59153.093 19.511 0.068 
59155.122 19.485 0.055 
59164.289 19.715 0.123 
