ZTF20acnsgdb 0.0629703 273.812405 76.919164
filter ztfg
59145.214 20.658 0.182 
59149.178 18.954 0.108 
59150.175 18.751 0.064 
59151.155 18.635 0.059 
59152.118 18.341 0.041 
59155.158 17.976 0.033 
59157.207 17.945 0.030 
59158.206 17.901 0.033 
59165.175 17.938 0.016 
59165.178 17.927 0.015 
59167.180 18.094 0.030 
59169.111 18.141 0.023 
59171.162 18.313 0.027 
59174.154 18.466 0.044 
filter ztfr
59150.214 18.881 0.068 
59151.094 18.638 0.038 
59152.198 18.485 0.036 
59154.177 18.234 0.036 
59155.124 18.086 0.023 
59158.113 18.019 0.018 
59165.094 17.988 0.013 
59165.095 17.972 0.012 
59167.094 18.073 0.027 
59169.156 18.181 0.028 
59171.095 18.172 0.020 
59173.091 18.383 0.023 
59174.095 18.448 0.043 
59177.101 18.759 0.052 
59178.102 18.615 0.035 
