ZTF18abvkszn 0.12216239 28.651497 46.436532
filter ztfg
58370.382 21.025 0.113 
58373.402 20.317 0.078 
58376.451 19.872 0.035 
58379.451 19.758 0.048 
58382.423 19.827 0.054 
58384.317 19.732 0.107 
58385.417 19.563 0.090 
58385.481 19.483 0.102 
58388.399 19.648 0.107 
58397.365 20.680 0.094 
filter ztfr
58373.475 20.228 0.085 
58374.373 20.090 0.060 
58379.411 19.822 0.049 
58382.493 19.558 0.037 
58383.332 19.562 0.057 
58385.326 19.688 0.103 
58388.280 19.830 0.102 
58397.430 20.142 0.061 
