ZTF19aavlfvn 0.02768253 219.543492 10.134797
filter ztfg
58628.215 20.650 0.121 
58635.211 19.922 0.050 
58638.189 19.716 0.056 
58641.190 19.730 0.054 
58644.189 19.732 0.085 
58657.190 20.665 0.143 
58660.189 21.691 0.303 
58663.214 21.403 0.244 
58672.181 21.327 0.287 
58692.197 21.641 0.312 
filter ztfr
58632.284 19.596 0.077 
58635.269 19.178 0.034 
58638.232 19.060 0.037 
58641.276 18.886 0.030 
58644.255 18.890 0.040 
58647.232 19.294 0.169 
58650.233 19.147 0.104 
58660.212 19.788 0.073 
58663.192 19.851 0.160 
58666.173 19.983 0.108 
58669.185 19.879 0.123 
58672.194 20.006 0.107 
58678.208 20.282 0.206 
58689.175 20.588 0.201 
58698.178 20.702 0.285 
filter ztfi
58627.423 20.024 0.169 
58639.208 18.946 0.047 
58643.212 18.733 0.048 
58648.292 18.837 0.126 
58652.232 19.079 0.104 
58659.171 19.481 0.106 
58663.175 19.721 0.128 
58667.171 19.935 0.161 
58671.170 19.793 0.132 
58675.169 19.660 0.304 
