ZTF20abyfmjr 0.09902948 40.688324 38.083746
filter ztfg
59094.479 19.943 0.172 
59096.477 19.775 0.126 
59097.435 19.578 0.138 
59106.497 19.003 0.037 
59107.368 19.049 0.034 
59107.378 19.035 0.032 
59110.344 19.093 0.040 
59111.353 19.139 0.035 
59113.382 19.295 0.032 
59116.305 19.401 0.037 
59117.309 19.418 0.040 
59118.469 19.565 0.035 
59119.345 19.553 0.072 
59119.373 19.626 0.055 
59120.287 19.918 0.123 
59121.299 19.635 0.092 
59122.287 19.958 0.180 
59123.416 20.097 0.215 
59129.344 20.282 0.137 
59131.351 20.402 0.185 
59134.284 20.974 0.192 
59136.399 21.083 0.136 
59142.393 21.734 0.237 
filter ztfr
59093.393 20.366 0.227 
59095.387 19.850 0.138 
59096.344 20.250 0.198 
59097.472 19.691 0.166 
59102.415 19.220 0.196 
59107.436 18.997 0.034 
59109.400 19.160 0.051 
59112.368 19.057 0.030 
59113.328 19.226 0.047 
59113.430 19.203 0.031 
59114.412 19.248 0.035 
59115.333 19.342 0.043 
59116.349 19.251 0.036 
59116.401 19.258 0.035 
59117.362 19.484 0.045 
59118.284 19.596 0.070 
59122.391 19.613 0.105 
59123.340 19.951 0.197 
59124.289 20.074 0.213 
59125.321 19.763 0.134 
59126.350 19.803 0.146 
59129.477 20.119 0.131 
59134.427 20.190 0.136 
59136.325 20.062 0.085 
59138.341 20.354 0.134 
59140.259 20.286 0.104 
59142.291 20.419 0.120 
59144.415 20.581 0.103 
59150.279 20.676 0.248 
59166.324 21.201 0.207 
filter ztfi
59104.470 19.689 0.133 
59108.352 19.536 0.082 
59114.395 19.974 0.102 
59119.328 20.459 0.213 
59130.342 20.359 0.170 
59131.312 20.239 0.181 
59135.328 19.980 0.110 
59137.325 20.094 0.148 
59140.324 20.187 0.146 
