ZTF20ackhoek 0.10593216 119.884439 -16.328943
filter ztfg
59149.501 19.713 0.107 
59150.440 19.694 0.190 
59152.504 20.000 0.227 
59153.506 19.767 0.248 
59159.508 20.217 0.158 
59176.486 21.373 0.250 
filter ztfr
59139.498 19.214 0.067 
59141.483 19.265 0.068 
59143.480 19.263 0.044 
59145.501 19.268 0.041 
59151.457 19.655 0.167 
59152.479 19.631 0.148 
59153.500 19.723 0.146 
59157.460 20.354 0.303 
59159.481 19.989 0.149 
59166.544 20.257 0.158 
59168.422 20.420 0.158 
59170.504 20.522 0.149 
59176.438 20.800 0.172 
59178.525 20.746 0.276 
