ZTF19abeizmo 0.05705783 163.353169 75.938968
filter ztfg
58863.434 19.832 0.251 
58864.410 19.624 0.137 
58864.411 19.641 0.142 
58867.395 18.882 0.063 
58871.195 18.670 0.073 
58871.196 18.654 0.080 
58872.215 18.478 0.043 
58872.217 18.496 0.047 
58875.184 18.545 0.071 
58876.215 18.523 0.044 
58877.223 18.647 0.068 
58879.212 18.788 0.103 
58880.262 18.819 0.091 
58880.264 18.675 0.078 
58881.240 18.835 0.108 
58881.242 18.782 0.110 
58883.412 18.997 0.137 
58884.264 19.092 0.197 
58884.265 19.222 0.242 
58885.285 19.234 0.309 
58886.223 19.303 0.251 
58886.226 19.107 0.186 
58887.240 19.386 0.266 
58887.241 19.405 0.261 
58891.176 19.712 0.155 
58891.177 20.068 0.205 
58892.174 19.857 0.183 
58892.175 20.201 0.226 
58893.226 20.000 0.142 
58893.227 20.260 0.181 
58894.179 20.209 0.197 
58894.180 19.995 0.170 
58895.215 20.425 0.235 
58895.216 20.286 0.211 
58896.216 20.282 0.195 
58896.217 20.286 0.191 
58899.364 20.624 0.246 
58900.322 20.412 0.257 
58904.281 20.225 0.218 
58904.282 20.227 0.212 
58912.237 20.219 0.291 
filter ztfr
58862.327 19.930 0.275 
58862.327 19.885 0.265 
58862.384 19.740 0.289 
58864.224 19.395 0.150 
58864.225 19.622 0.203 
58866.361 19.030 0.122 
58866.362 19.073 0.118 
58867.363 18.538 0.082 
58867.364 18.776 0.110 
58871.306 18.334 0.082 
58871.307 18.488 0.102 
58873.260 18.164 0.050 
58874.262 18.138 0.049 
58874.263 18.380 0.064 
58875.259 18.320 0.055 
58876.264 18.286 0.058 
58877.281 18.279 0.077 
58878.278 18.234 0.091 
58880.221 18.171 0.066 
58880.223 18.309 0.064 
58881.281 18.250 0.066 
58881.284 18.436 0.082 
58883.240 18.375 0.157 
58884.224 18.605 0.189 
58884.228 18.503 0.176 
58885.197 18.478 0.250 
58885.198 18.685 0.283 
58886.262 18.694 0.113 
58886.263 18.642 0.115 
58887.155 18.742 0.178 
58887.156 18.799 0.195 
58890.406 18.642 0.166 
58890.406 18.550 0.154 
58891.299 18.648 0.112 
58891.301 18.736 0.110 
58893.306 18.990 0.098 
58893.307 18.828 0.084 
58894.234 18.487 0.109 
58894.235 18.918 0.109 
58895.284 18.942 0.111 
58895.285 19.029 0.102 
58896.276 18.801 0.093 
58896.277 19.029 0.112 
58898.329 18.963 0.093 
58898.329 19.030 0.079 
58899.327 19.052 0.093 
58900.212 19.293 0.131 
58903.196 19.509 0.165 
58904.216 19.396 0.139 
58904.217 19.548 0.155 
58905.218 19.366 0.214 
58906.221 19.662 0.265 
58909.311 19.736 0.202 
58912.205 19.548 0.215 
58912.429 19.570 0.181 
58914.361 18.849 0.155 
