ZTF20acifwef 0.03406569 152.033055 19.426141
filter ztfg
59140.505 17.115 0.009 
59142.499 16.918 0.005 
59144.506 16.848 0.004 
59150.442 16.932 0.017 
59152.538 17.029 0.009 
59155.522 17.198 0.011 
59157.523 17.394 0.014 
59159.511 17.577 0.014 
59165.524 18.197 0.012 
59168.499 18.478 0.017 
59170.477 18.710 0.022 
59173.479 19.018 0.028 
59177.530 19.276 0.035 
59180.484 19.567 0.124 
59182.543 19.453 0.079 
59185.490 19.565 0.093 
59187.520 19.737 0.175 
59192.540 19.915 0.138 
59194.445 19.929 0.073 
59198.517 20.022 0.074 
59200.446 19.845 0.125 
59203.410 19.936 0.089 
filter ztfr
59129.517 20.941 0.260 
59131.520 19.439 0.140 
59131.534 19.452 0.113 
59140.527 17.181 0.009 
59142.538 17.056 0.007 
59144.540 16.982 0.007 
59150.538 17.041 0.009 
59152.476 17.136 0.012 
59155.495 17.347 0.011 
59157.486 17.558 0.019 
59159.487 17.613 0.017 
59165.434 17.758 0.010 
59166.551 17.795 0.018 
59166.551 17.797 0.018 
59168.527 17.878 0.010 
59170.529 17.853 0.011 
59180.435 18.469 0.067 
59181.367 18.497 0.092 
59181.373 18.437 0.091 
59181.389 18.443 0.083 
59181.389 18.463 0.088 
59182.396 18.502 0.042 
59182.406 18.484 0.039 
59182.417 18.539 0.048 
59182.420 18.515 0.038 
59182.486 18.473 0.041 
59185.473 18.744 0.037 
59187.484 18.798 0.084 
59192.372 19.001 0.065 
59194.352 19.113 0.060 
59194.352 19.183 0.058 
59198.478 19.153 0.040 
59200.506 19.262 0.094 
59203.474 19.302 0.052 
59204.414 19.393 0.047 
59204.415 19.305 0.041 
59204.416 19.295 0.042 
59204.417 19.422 0.043 
59210.427 19.471 0.071 
filter ztfi
59179.401 18.424 0.043 
59199.483 19.308 0.089 
59202.443 19.507 0.113 
