ZTF18abcoxmc 0.02446657 330.283793 20.051034
filter ztfg
58273.477 17.039 0.017 
58274.442 16.894 0.013 
58276.413 16.855 0.009 
58277.472 16.827 0.009 
58278.424 16.816 0.007 
58278.425 16.799 0.008 
58279.462 16.841 0.007 
58280.423 16.845 0.006 
58281.424 16.874 0.007 
58281.426 16.878 0.007 
58282.434 16.960 0.008 
58283.459 17.000 0.007 
58290.441 17.667 0.044 
58293.438 17.783 0.070 
58296.477 18.107 0.138 
58326.433 19.604 0.138 
58326.434 19.620 0.134 
58332.458 19.781 0.113 
58332.458 19.692 0.118 
58333.408 19.703 0.069 
58333.410 19.727 0.071 
58336.285 19.750 0.042 
58338.388 19.848 0.048 
58344.368 19.897 0.048 
58347.353 19.957 0.063 
58348.373 19.888 0.049 
58349.359 18.698 0.214 
filter ztfr
58266.381 18.181 0.062 
58269.435 17.368 0.019 
58272.460 16.909 0.008 
58273.436 16.819 0.008 
58274.464 16.740 0.006 
58276.461 16.700 0.006 
58277.421 16.633 0.006 
58278.463 16.611 0.005 
58278.477 16.609 0.006 
58279.424 16.609 0.006 
58280.466 16.579 0.004 
58281.462 16.578 0.005 
58281.477 16.609 0.005 
58282.463 16.593 0.006 
58283.479 16.642 0.005 
58287.463 16.895 0.006 
58290.467 17.109 0.006 
58293.465 17.256 0.007 
58296.357 17.281 0.017 
58299.437 17.360 0.026 
58321.373 18.438 0.019 
58321.373 18.430 0.016 
58321.462 18.281 0.058 
58325.468 18.680 0.143 
58328.360 18.557 0.066 
58328.361 18.587 0.060 
58330.408 18.735 0.049 
58330.408 18.672 0.042 
58332.343 18.714 0.033 
58332.343 18.741 0.032 
58334.395 18.874 0.029 
58334.396 18.893 0.028 
58335.355 18.845 0.030 
58335.392 18.855 0.026 
58336.394 18.992 0.027 
58336.394 18.872 0.025 
58345.343 19.295 0.033 
filter ztfi
58274.358 17.187 0.017 
58280.381 17.212 0.009 
58285.463 17.347 0.010 
58289.342 17.697 0.020 
58295.340 17.665 0.018 
58299.315 17.641 0.027 
58303.380 17.592 0.020 
58312.386 18.018 0.019 
58320.231 18.432 0.053 
58325.379 18.636 0.058 
