ZTF18aapsedq 0.07046012 215.396011 49.547208
filter ztfg
58231.391 21.499 0.271 
58231.393 21.042 0.172 
58231.414 20.823 0.154 
58232.265 20.713 0.207 
58232.266 20.667 0.222 
58232.270 20.566 0.219 
58232.278 20.832 0.217 
58234.194 19.825 0.153 
58234.195 19.998 0.177 
58234.307 19.686 0.123 
58234.331 20.114 0.213 
58234.332 19.871 0.177 
58234.379 19.777 0.167 
58234.415 19.655 0.207 
58235.236 19.844 0.141 
58235.324 19.968 0.168 
58235.327 19.520 0.128 
58235.328 19.737 0.145 
58235.340 19.478 0.118 
58236.215 19.506 0.132 
58236.237 19.507 0.134 
58236.238 19.454 0.123 
58236.341 19.294 0.127 
58236.370 19.377 0.144 
58236.394 19.421 0.139 
58236.395 19.401 0.131 
58236.449 19.303 0.107 
58237.172 19.035 0.112 
58237.235 19.208 0.111 
58237.333 19.069 0.177 
58237.344 19.010 0.098 
58237.433 19.268 0.129 
58237.434 19.143 0.121 
58237.453 19.236 0.120 
58238.194 18.829 0.142 
58242.220 18.425 0.018 
58242.241 18.472 0.017 
58242.242 18.386 0.017 
58242.245 18.517 0.018 
58242.383 18.465 0.025 
58243.224 18.432 0.019 
58243.238 18.424 0.018 
58243.239 18.439 0.018 
58243.259 18.414 0.017 
58244.266 18.368 0.028 
58244.284 18.399 0.015 
58245.333 18.281 0.026 
58246.308 18.254 0.020 
58246.309 18.282 0.018 
58246.330 18.235 0.019 
58247.307 18.230 0.014 
58247.308 18.288 0.015 
58247.331 18.291 0.017 
58247.352 18.283 0.017 
58248.321 18.254 0.017 
58248.322 18.243 0.016 
58248.332 18.259 0.019 
58248.338 18.258 0.018 
58248.360 18.268 0.017 
58249.193 18.322 0.020 
58249.217 18.273 0.018 
58249.342 18.330 0.024 
58255.218 18.599 0.018 
58255.219 18.646 0.020 
58255.220 18.569 0.017 
58255.354 18.613 0.023 
58258.280 18.902 0.028 
58258.281 18.789 0.025 
58258.282 18.840 0.027 
58258.308 18.831 0.024 
58258.330 18.837 0.025 
58261.241 19.047 0.080 
58262.271 19.098 0.059 
58262.278 19.006 0.057 
58266.199 19.552 0.109 
58266.200 19.795 0.139 
58267.176 19.472 0.148 
58267.202 19.454 0.139 
58267.224 19.884 0.199 
58269.262 19.894 0.184 
58269.289 20.020 0.187 
58270.249 20.077 0.157 
58272.218 20.315 0.090 
58272.238 20.194 0.074 
58272.239 20.175 0.077 
58272.270 20.204 0.088 
58273.249 20.322 0.078 
58273.260 20.226 0.067 
58273.279 20.328 0.087 
58274.243 20.184 0.061 
58274.263 20.352 0.072 
58274.278 20.327 0.068 
58275.271 20.216 0.058 
58276.229 20.459 0.083 
58276.246 20.518 0.088 
58276.261 20.549 0.097 
58276.264 20.462 0.090 
58277.197 20.455 0.100 
58277.228 20.555 0.109 
58277.327 20.553 0.111 
58278.206 20.721 0.149 
58278.218 20.823 0.138 
58278.343 20.457 0.106 
58279.195 20.731 0.121 
58279.227 20.769 0.125 
58279.228 20.604 0.109 
58280.243 20.660 0.104 
58280.261 20.711 0.108 
58280.278 21.021 0.141 
58281.289 20.890 0.158 
58282.265 20.818 0.130 
58283.246 21.165 0.170 
58283.264 20.850 0.125 
58283.278 20.739 0.117 
58284.225 21.103 0.179 
58284.241 21.164 0.179 
58284.268 20.996 0.161 
58286.242 20.974 0.130 
58288.223 20.825 0.158 
58288.349 20.784 0.158 
58292.226 20.925 0.271 
58293.182 20.636 0.245 
58294.187 20.956 0.271 
58308.195 21.005 0.157 
filter ztfr
58231.217 20.727 0.183 
58231.218 20.785 0.203 
58231.218 21.120 0.225 
58231.219 21.468 0.307 
58231.221 21.116 0.273 
58231.222 20.900 0.195 
58231.222 21.329 0.262 
58231.223 21.214 0.256 
58231.224 21.155 0.221 
58231.225 21.233 0.240 
58231.225 21.283 0.243 
58231.226 21.435 0.289 
58231.226 21.160 0.222 
58231.227 20.928 0.192 
58231.227 21.373 0.302 
58231.228 20.773 0.180 
58231.228 21.092 0.221 
58231.229 21.063 0.208 
58231.229 20.847 0.178 
58231.230 21.229 0.255 
58231.230 20.953 0.200 
58231.231 21.359 0.278 
58231.231 21.097 0.268 
58231.232 21.160 0.246 
58231.232 21.398 0.305 
58231.233 21.122 0.244 
58231.233 21.003 0.256 
58231.235 20.868 0.237 
58231.236 21.083 0.259 
58231.237 21.467 0.310 
58231.237 20.967 0.190 
58231.239 21.417 0.275 
58231.240 21.185 0.243 
58231.240 21.535 0.269 
58231.241 21.325 0.256 
58231.242 21.317 0.243 
58231.243 21.518 0.291 
58231.243 21.202 0.206 
58231.244 21.480 0.257 
58231.244 21.270 0.221 
58231.244 21.118 0.211 
58231.245 21.371 0.246 
58231.246 21.499 0.294 
58231.247 21.521 0.308 
58231.247 21.036 0.197 
58231.248 21.089 0.201 
58231.248 21.397 0.294 
58231.249 21.375 0.254 
58231.249 21.301 0.251 
58231.250 21.295 0.244 
58231.251 21.611 0.296 
58231.251 21.394 0.261 
58231.252 21.189 0.214 
58231.253 21.273 0.213 
58231.254 21.434 0.243 
58231.254 21.385 0.251 
58231.255 21.420 0.277 
58231.257 20.847 0.159 
58231.286 21.285 0.268 
58231.324 20.778 0.226 
58231.325 20.910 0.233 
58231.340 20.616 0.203 
58232.228 19.885 0.286 
58232.362 20.684 0.251 
58242.277 18.653 0.026 
58242.278 18.690 0.026 
58242.279 18.731 0.027 
58242.299 18.627 0.025 
58242.323 18.671 0.025 
58243.282 18.611 0.026 
58243.283 18.604 0.023 
58243.308 18.606 0.026 
58243.332 18.659 0.032 
58244.305 18.541 0.033 
58244.305 18.590 0.028 
58244.319 18.588 0.028 
58244.337 18.510 0.027 
58246.229 18.463 0.028 
58246.246 18.469 0.030 
58246.257 18.544 0.032 
58246.258 18.486 0.031 
58247.249 18.447 0.021 
58247.260 18.465 0.024 
58247.289 18.537 0.023 
58247.290 18.431 0.024 
58248.267 18.447 0.025 
58248.284 18.433 0.027 
58248.285 18.526 0.031 
58248.286 18.447 0.028 
58248.311 18.437 0.028 
58249.249 18.548 0.041 
58255.269 18.619 0.027 
58255.270 18.674 0.031 
58255.270 18.721 0.030 
58255.287 18.654 0.034 
58256.266 18.783 0.036 
58256.266 18.761 0.031 
58257.219 18.770 0.025 
58257.249 18.808 0.030 
58257.258 18.772 0.028 
58257.259 18.747 0.029 
58257.288 18.841 0.031 
58257.289 18.757 0.029 
58257.308 18.797 0.031 
58257.330 18.808 0.028 
58258.227 18.863 0.032 
58258.237 18.785 0.032 
58258.238 18.771 0.031 
58258.239 18.820 0.031 
58258.270 18.886 0.037 
58261.320 18.997 0.075 
58262.306 18.973 0.056 
58262.318 19.165 0.069 
58263.363 19.074 0.073 
58266.262 19.102 0.080 
58266.277 19.231 0.094 
58266.278 19.158 0.081 
58266.302 19.030 0.062 
58267.307 18.951 0.059 
58269.170 19.233 0.044 
58269.202 19.132 0.058 
58269.203 19.244 0.066 
58269.353 19.268 0.085 
58270.305 19.217 0.054 
58270.324 19.331 0.067 
58270.344 19.247 0.071 
58271.171 19.208 0.055 
58272.173 19.281 0.044 
58272.289 19.274 0.044 
58272.290 19.261 0.045 
58272.298 19.377 0.050 
58273.327 19.285 0.044 
58273.343 19.399 0.057 
58274.208 19.464 0.043 
58274.308 19.361 0.037 
58274.320 19.451 0.047 
58276.283 19.457 0.041 
58276.284 19.437 0.038 
58277.250 19.557 0.044 
58277.266 19.633 0.051 
58278.250 19.567 0.049 
58278.258 19.609 0.048 
58278.288 19.651 0.054 
58279.245 19.685 0.051 
58279.260 19.657 0.051 
58279.262 19.718 0.052 
58279.290 19.695 0.053 
58280.178 19.931 0.088 
58280.194 19.669 0.053 
58280.302 19.779 0.052 
58281.206 19.709 0.054 
58281.225 19.664 0.053 
58281.322 19.800 0.063 
58282.224 19.859 0.061 
58283.207 19.851 0.065 
58283.221 19.831 0.064 
58283.322 19.870 0.065 
58284.195 20.017 0.071 
58284.287 20.022 0.079 
58284.299 19.985 0.071 
58285.302 20.076 0.072 
58286.285 19.987 0.079 
58286.302 20.252 0.089 
58286.321 20.080 0.080 
58287.257 20.149 0.083 
58287.300 20.180 0.091 
58288.241 20.045 0.079 
58288.262 20.288 0.098 
58288.266 20.152 0.077 
58288.278 20.240 0.087 
58289.228 20.115 0.109 
58289.236 20.395 0.150 
58289.255 19.982 0.104 
58291.243 20.313 0.137 
58292.249 20.184 0.126 
58292.257 20.588 0.154 
58292.285 20.275 0.123 
58293.241 20.453 0.215 
58293.267 20.353 0.136 
58293.290 20.137 0.154 
58294.244 20.291 0.135 
58294.245 20.755 0.196 
58294.255 20.427 0.143 
58294.276 20.257 0.153 
58295.248 20.353 0.133 
58295.259 20.429 0.149 
58295.278 20.218 0.140 
58296.243 20.457 0.182 
58296.278 20.201 0.146 
58297.300 20.061 0.183 
58298.282 20.207 0.168 
58300.187 20.685 0.143 
58300.187 20.640 0.133 
58300.320 20.409 0.183 
58307.206 20.898 0.146 
58308.237 20.757 0.155 
filter ztfi
58244.382 18.896 0.055 
58249.302 19.188 0.106 
58261.176 19.660 0.124 
58261.206 19.853 0.184 
58261.219 19.633 0.133 
58266.225 19.771 0.140 
58272.345 19.500 0.097 
