ZTF20aaxicpu 0.07206687 209.676694 43.126417
filter ztfg
58968.307 20.336 0.082 
58970.285 19.580 0.049 
58971.300 19.222 0.047 
58971.301 19.210 0.050 
58972.278 19.079 0.053 
58973.258 18.938 0.064 
58974.204 18.705 0.046 
58974.456 18.746 0.058 
58975.255 18.697 0.060 
58975.280 18.609 0.078 
58975.280 18.637 0.075 
58975.281 18.624 0.072 
58976.201 18.476 0.052 
58977.340 18.775 0.122 
58978.198 18.418 0.021 
58979.239 18.522 0.017 
58980.228 18.536 0.013 
58980.229 18.523 0.012 
58981.312 18.548 0.024 
58985.203 18.719 0.017 
58985.204 18.659 0.017 
58987.242 18.979 0.018 
58991.306 19.283 0.030 
58991.307 19.250 0.030 
58992.320 19.436 0.034 
58993.254 19.551 0.040 
58994.259 19.593 0.039 
58994.260 19.514 0.036 
58995.162 19.884 0.103 
58995.162 19.716 0.081 
58995.163 19.666 0.070 
58995.304 19.717 0.045 
58996.194 19.906 0.048 
58997.216 19.996 0.051 
58997.217 20.054 0.060 
58998.341 20.116 0.055 
58999.253 20.200 0.156 
59000.243 20.425 0.182 
59000.244 20.500 0.191 
59000.264 20.123 0.101 
59000.265 20.289 0.122 
59001.368 20.325 0.187 
59004.201 20.563 0.217 
59004.202 20.685 0.256 
59012.204 20.895 0.134 
59019.259 21.579 0.189 
59031.177 21.016 0.266 
filter ztfr
58968.367 20.336 0.078 
58970.364 19.694 0.055 
58971.366 19.456 0.054 
58971.367 19.407 0.050 
58973.276 18.957 0.044 
58974.272 18.911 0.045 
58974.276 18.846 0.045 
58975.207 18.794 0.060 
58976.259 18.730 0.042 
58977.260 18.630 0.043 
58978.258 18.593 0.029 
58980.265 18.636 0.016 
58980.266 18.623 0.017 
58980.329 18.636 0.026 
58980.330 18.614 0.024 
58981.256 18.593 0.021 
58987.301 18.866 0.017 
58991.242 19.069 0.025 
58991.243 19.089 0.025 
58992.258 19.156 0.029 
58993.279 19.227 0.032 
58994.292 19.177 0.033 
58995.233 19.312 0.037 
58996.291 19.255 0.029 
58997.258 19.316 0.034 
58997.259 19.242 0.028 
58998.277 19.303 0.032 
58999.308 19.395 0.067 
59001.249 19.523 0.074 
59004.254 19.587 0.090 
59004.255 19.694 0.098 
59009.205 20.263 0.134 
59009.206 20.083 0.111 
59012.238 20.081 0.068 
59016.240 20.662 0.155 
59019.220 20.546 0.094 
59022.227 20.572 0.093 
59028.222 20.707 0.168 
59031.218 20.543 0.192 
59034.319 20.806 0.298 
59039.238 21.158 0.177 
59041.235 21.172 0.203 
59042.215 20.969 0.164 
59048.196 21.118 0.180 
59049.175 21.155 0.204 
filter ztfi
58970.326 19.863 0.125 
58974.398 19.260 0.087 
58978.329 19.213 0.077 
58986.318 19.451 0.070 
58994.341 19.763 0.092 
59009.299 19.956 0.192 
59013.257 20.567 0.160 
59022.280 20.542 0.177 
