ZTF19aazpnlc 0.033656 32.777487 29.36771
filter ztfg
58655.473 19.844 0.307 
58667.448 20.118 0.099 
58670.452 20.256 0.081 
58673.471 20.339 0.102 
58676.436 20.441 0.124 
58685.474 20.197 0.161 
58686.490 20.095 0.172 
58688.478 20.347 0.165 
58690.466 20.493 0.142 
58690.473 20.378 0.190 
58691.482 20.572 0.138 
58693.448 20.590 0.098 
58693.449 20.776 0.124 
58694.441 20.581 0.084 
58695.454 20.548 0.101 
58696.448 20.563 0.093 
58696.449 20.509 0.100 
58697.466 20.519 0.093 
58697.490 20.659 0.102 
58697.491 20.663 0.111 
58698.466 20.731 0.124 
58699.471 20.817 0.118 
58699.472 20.832 0.120 
58700.463 20.599 0.100 
58701.464 20.656 0.099 
58703.491 20.727 0.124 
58703.492 20.650 0.114 
58704.443 20.726 0.129 
58705.495 21.105 0.187 
58706.467 20.626 0.102 
58706.468 20.590 0.089 
58707.445 20.740 0.105 
58708.478 20.755 0.107 
58709.497 20.686 0.191 
58709.504 20.782 0.196 
58709.505 20.481 0.146 
58714.465 20.553 0.198 
filter ztfr
58648.459 18.456 0.041 
58648.461 18.398 0.043 
58648.464 18.410 0.043 
58648.469 18.423 0.037 
58667.477 19.392 0.069 
58670.474 19.333 0.041 
58673.452 19.412 0.047 
58676.467 19.549 0.052 
58679.490 19.894 0.111 
58680.432 19.923 0.193 
58680.433 19.721 0.160 
58681.456 19.878 0.145 
58682.428 19.636 0.106 
58683.453 19.854 0.121 
58683.454 19.905 0.119 
58684.463 19.710 0.099 
58685.448 19.672 0.090 
58686.426 19.413 0.155 
58688.434 19.992 0.116 
58690.427 19.956 0.106 
58690.428 20.137 0.113 
58691.424 20.071 0.118 
58693.484 20.120 0.077 
58693.495 20.200 0.092 
58694.497 20.017 0.071 
58695.468 20.330 0.097 
58696.467 20.126 0.080 
58696.468 20.227 0.068 
58697.426 20.238 0.091 
58699.487 20.481 0.104 
58699.498 20.262 0.086 
58700.444 20.234 0.079 
58701.496 20.397 0.150 
58703.443 20.290 0.088 
58703.454 20.307 0.091 
58704.463 20.363 0.089 
58705.464 20.489 0.093 
58706.484 20.687 0.120 
58706.497 20.719 0.132 
58707.469 20.754 0.116 
58708.498 20.365 0.096 
58709.402 20.334 0.162 
58709.403 20.727 0.234 
58710.403 20.652 0.236 
58710.403 20.646 0.235 
58711.413 20.260 0.150 
58711.413 20.550 0.180 
58713.416 20.535 0.213 
58713.416 20.528 0.200 
58714.435 20.488 0.186 
58714.436 20.985 0.264 
58716.471 20.531 0.181 
58716.471 20.533 0.185 
58717.502 20.852 0.289 
58717.502 20.503 0.213 
58719.417 20.725 0.169 
