ZTF20abrgyhd 0.06785685 317.521973 8.054027
filter ztfg
59072.338 19.763 0.062 
59072.338 19.717 0.070 
59072.339 19.770 0.061 
59073.348 19.466 0.039 
59075.354 19.091 0.025 
59075.355 19.063 0.032 
59076.295 19.013 0.030 
59077.338 18.839 0.022 
59077.369 18.770 0.022 
59078.362 18.697 0.018 
59078.374 18.691 0.021 
59078.375 18.663 0.024 
59079.322 18.690 0.019 
59080.378 18.636 0.040 
59081.294 18.598 0.021 
59081.294 18.626 0.024 
59081.295 18.622 0.020 
59081.322 18.603 0.018 
59081.347 18.525 0.023 
59082.294 18.637 0.022 
59085.252 18.709 0.015 
59085.253 18.693 0.016 
59085.254 18.648 0.019 
59086.274 18.812 0.025 
59087.319 18.781 0.024 
59088.322 18.751 0.039 
59089.320 18.988 0.071 
59090.357 18.904 0.062 
59091.378 19.057 0.085 
59097.351 19.883 0.154 
59097.352 19.508 0.120 
59098.206 20.001 0.115 
59098.228 20.184 0.126 
59111.167 21.219 0.199 
59112.287 21.449 0.189 
59112.289 21.167 0.174 
59114.229 21.051 0.152 
59131.204 21.440 0.177 
59142.114 21.118 0.176 
filter ztfr
59069.410 20.698 0.197 
59069.411 20.813 0.198 
59072.316 19.749 0.062 
59072.316 19.818 0.065 
59072.317 19.820 0.059 
59075.312 19.055 0.027 
59078.292 18.729 0.026 
59078.293 18.710 0.021 
59078.310 18.757 0.022 
59078.329 18.781 0.025 
59079.308 18.713 0.020 
59079.311 18.637 0.018 
59080.315 18.630 0.030 
59080.331 18.688 0.031 
59081.366 18.652 0.028 
59081.367 18.632 0.028 
59081.368 18.645 0.027 
59082.268 18.640 0.023 
59085.318 18.603 0.017 
59085.318 18.639 0.025 
59085.319 18.647 0.019 
59086.316 18.640 0.021 
59086.354 18.626 0.019 
59087.268 18.737 0.030 
59087.280 18.602 0.026 
59087.310 18.710 0.026 
59088.365 18.776 0.040 
59095.372 19.324 0.117 
59096.367 19.239 0.097 
59097.273 19.272 0.072 
59097.276 19.232 0.073 
59098.300 19.368 0.078 
59098.312 19.141 0.065 
59099.213 19.268 0.041 
59099.342 19.313 0.070 
59111.249 20.171 0.086 
59113.271 20.206 0.103 
59114.280 20.248 0.091 
59114.300 20.090 0.090 
59115.288 20.231 0.095 
59115.289 20.275 0.103 
59118.276 20.391 0.172 
59125.256 20.298 0.163 
59129.194 20.595 0.142 
59129.195 20.907 0.161 
59130.205 20.780 0.132 
59134.186 20.591 0.170 
59135.186 20.818 0.160 
59136.153 20.810 0.139 
59137.177 20.840 0.137 
59138.130 20.770 0.140 
59138.131 20.906 0.151 
59140.134 20.734 0.116 
59142.130 21.158 0.196 
