ZTF19aapuohr 0.04340411 191.818618 -9.687129
filter ztfg
58581.295 20.330 0.130 
58584.251 19.166 0.061 
58596.230 17.749 0.016 
58601.235 17.847 0.013 
58617.190 19.091 0.084 
58634.213 20.372 0.149 
58637.234 20.577 0.156 
58640.169 20.353 0.277 
filter ztfr
58584.295 18.934 0.043 
58593.250 17.766 0.032 
58607.231 18.080 0.023 
58617.250 18.521 0.049 
58634.254 19.123 0.044 
58637.185 19.303 0.043 
58640.211 19.398 0.059 
58643.237 19.546 0.075 
58647.236 19.662 0.209 
58654.173 20.114 0.171 
58662.172 19.908 0.170 
