ZTF19acsbxgw 0.03 192.85423 70.128987
filter ztfg
58800.552 19.174 0.090 
58804.486 19.459 0.176 
58833.548 19.920 0.204 
58836.559 20.057 0.084 
58837.505 19.993 0.173 
58846.558 20.252 0.084 
58846.559 20.125 0.077 
filter ztfr
58800.538 18.530 0.040 
58804.528 18.778 0.070 
58828.426 19.548 0.108 
58831.449 19.609 0.217 
58833.484 19.802 0.174 
58835.498 20.130 0.184 
58836.511 19.895 0.080 
58837.467 19.860 0.135 
58837.468 19.692 0.133 
58838.516 19.441 0.116 
58846.575 20.230 0.145 
filter ztfi
58828.531 19.582 0.126 
58828.533 19.685 0.133 
58828.534 19.998 0.171 
58830.526 19.897 0.074 
58830.527 19.862 0.065 
58830.528 20.021 0.075 
58830.529 19.930 0.067 
58831.533 19.863 0.108 
58831.534 19.973 0.125 
