ZTF20aaogrqe 0.09029605 93.248045 48.158548
filter ztfg
58895.163 20.703 0.120 
58896.207 20.318 0.081 
58898.202 19.822 0.048 
58899.179 19.560 0.042 
58899.227 19.637 0.042 
58903.240 19.128 0.025 
58906.158 18.969 0.048 
58909.184 18.973 0.065 
58909.200 18.993 0.068 
58912.143 18.977 0.052 
58915.175 19.334 0.082 
filter ztfr
58896.152 20.537 0.105 
58898.142 19.850 0.054 
58899.138 19.609 0.048 
58900.219 19.397 0.043 
58903.159 19.155 0.040 
58903.188 19.138 0.030 
58906.205 18.984 0.043 
58912.184 18.910 0.044 
58915.122 19.130 0.055 
58915.133 19.134 0.053 
58941.182 20.148 0.127 
58944.167 20.297 0.177 
58956.161 20.805 0.170 
