ZTF20aalbjqh 0.04280419 71.913874 -14.648373
filter ztfg
58879.164 19.322 0.075 
58880.126 19.023 0.042 
58881.171 18.678 0.055 
58886.168 17.783 0.041 
58887.204 17.707 0.037 
58890.250 17.543 0.048 
58891.187 17.569 0.014 
58892.148 17.533 0.010 
58893.168 17.565 0.010 
58894.170 17.574 0.012 
58894.171 17.555 0.011 
58896.194 17.676 0.016 
58898.180 17.793 0.013 
58900.132 17.913 0.024 
58905.147 18.466 0.043 
58905.150 18.357 0.052 
58913.126 19.204 0.099 
58913.142 19.166 0.091 
filter ztfr
58880.185 19.057 0.073 
58881.256 18.683 0.062 
58885.158 17.922 0.052 
58886.126 17.842 0.028 
58890.168 17.605 0.028 
58891.127 17.590 0.012 
58891.131 17.580 0.012 
58894.146 17.534 0.010 
58898.132 17.675 0.011 
58905.172 18.084 0.044 
58905.173 18.124 0.046 
58913.172 18.272 0.051 
58913.173 18.184 0.043 
58915.127 18.286 0.034 
