ZTF19adbsfpf 0.05878992 62.15961 22.893309
filter ztfg
58849.133 19.139 0.032 
58851.151 19.059 0.071 
58852.131 18.961 0.051 
58859.130 19.189 0.105 
58863.129 19.516 0.050 
58863.139 19.537 0.052 
58864.117 19.604 0.044 
58871.204 20.272 0.106 
58873.139 20.684 0.119 
58876.138 20.660 0.106 
58880.131 20.803 0.158 
filter ztfr
58846.260 19.207 0.037 
58849.173 18.985 0.040 
58852.171 18.714 0.028 
58852.182 18.796 0.031 
58853.153 18.860 0.073 
58859.191 18.832 0.049 
58859.225 18.831 0.057 
58860.161 18.855 0.061 
58861.150 18.840 0.046 
58862.228 18.965 0.037 
58867.237 19.371 0.055 
58873.180 19.479 0.047 
58877.145 19.676 0.079 
58877.159 19.604 0.060 
58880.164 19.646 0.084 
58885.152 19.859 0.202 
58893.140 20.356 0.113 
58896.156 20.589 0.131 
58903.165 20.409 0.155 
