ZTF18abssuxz 0.06493 244.451509 41.469513
filter ztfg
58367.218 19.159 0.072 
58368.196 18.953 0.043 
58371.197 18.337 0.070 
58372.223 18.208 0.046 
58372.239 18.212 0.064 
58374.195 18.054 0.040 
58374.196 18.084 0.053 
58374.215 18.062 0.021 
58374.241 18.047 0.026 
58377.194 17.989 0.073 
58377.195 17.979 0.051 
58378.152 17.970 0.028 
58378.174 18.004 0.043 
filter ztfr
58367.162 19.285 0.047 
58367.177 19.320 0.064 
58367.206 19.409 0.088 
58368.136 18.911 0.028 
58368.151 18.999 0.033 
58368.162 18.949 0.029 
58368.186 18.953 0.039 
58369.130 18.717 0.032 
58369.162 18.765 0.026 
58369.175 18.710 0.022 
58371.136 18.463 0.021 
58371.151 18.414 0.019 
58371.162 18.457 0.019 
58372.139 18.261 0.019 
58372.158 18.249 0.016 
58374.131 18.196 0.017 
58374.149 18.214 0.017 
58374.161 18.192 0.018 
58377.129 18.106 0.017 
58377.143 18.062 0.016 
58377.164 18.085 0.021 
58377.177 18.119 0.018 
58378.119 18.048 0.023 
58378.132 18.029 0.015 
filter ztfi
58379.141 18.860 0.047 
