ZTF19abzhfjj 0.06473152 9.007033 -5.383912
filter ztfg
58743.379 18.703 0.172 
58746.393 18.558 0.075 
58749.320 18.473 0.032 
58760.352 18.874 0.052 
58763.378 19.284 0.084 
58766.355 19.334 0.181 
58766.381 19.473 0.230 
58766.381 19.534 0.225 
58781.214 20.641 0.310 
filter ztfr
58743.369 18.701 0.206 
58748.365 18.445 0.027 
58748.389 18.355 0.026 
58749.296 18.272 0.049 
58757.322 18.265 0.049 
58760.296 18.557 0.063 
58771.272 18.815 0.246 
58774.199 18.903 0.128 
58774.243 19.325 0.138 
58774.243 18.944 0.090 
58777.203 19.189 0.146 
58788.251 19.229 0.213 
58790.205 19.549 0.171 
58791.342 19.816 0.209 
58805.211 19.969 0.238 
