ZTF20acobevy 0.07964867 0.562998 -23.495017
filter ztfg
59151.190 18.613 0.091 
59151.296 18.749 0.127 
59151.297 18.754 0.140 
59152.232 18.645 0.104 
59153.201 18.528 0.101 
59154.274 18.467 0.085 
59156.226 18.267 0.046 
59158.190 18.261 0.042 
59165.168 18.484 0.026 
59168.191 18.632 0.029 
59170.191 18.771 0.048 
59172.211 19.048 0.048 
59178.129 19.835 0.201 
59179.214 19.377 0.150 
59179.215 19.629 0.185 
59183.156 19.937 0.274 
filter ztfr
59151.230 18.887 0.108 
59152.211 18.890 0.107 
59154.211 18.627 0.089 
59156.191 18.449 0.056 
59164.276 18.421 0.071 
59165.250 18.692 0.041 
59167.250 18.557 0.063 
59170.167 18.755 0.064 
59172.127 18.884 0.051 
59179.181 18.861 0.093 
59179.181 19.017 0.133 
59182.158 19.168 0.113 
59182.198 19.139 0.198 
59182.198 19.092 0.198 
59183.124 18.884 0.204 
59186.106 19.404 0.147 
59188.106 19.045 0.106 
59190.147 19.607 0.124 
59195.198 19.545 0.145 
59199.105 19.768 0.140 
59202.106 19.848 0.128 
