ZTF20acnvorm 0.02423 170.145734 -1.490416
filter ztfg
59166.490 19.992 0.167 
59168.505 19.885 0.124 
59170.500 20.031 0.149 
59173.482 20.350 0.188 
59176.520 20.222 0.141 
59178.505 20.228 0.119 
59187.526 20.146 0.273 
59193.462 20.374 0.188 
59204.465 20.451 0.145 
filter ztfr
59149.544 18.733 0.158 
59151.526 18.657 0.109 
59151.531 18.677 0.087 
59151.535 18.792 0.101 
59151.540 18.652 0.097 
59151.545 18.906 0.124 
59153.528 18.975 0.155 
59153.532 18.924 0.114 
59153.537 18.921 0.098 
59153.542 18.864 0.097 
59153.546 19.159 0.162 
59155.528 18.869 0.102 
59155.533 18.741 0.073 
59155.537 18.874 0.076 
59155.542 18.922 0.072 
59155.547 18.934 0.095 
59157.534 19.085 0.134 
59157.539 18.974 0.111 
59157.544 19.082 0.097 
59157.548 18.968 0.092 
59166.536 19.352 0.098 
59168.541 19.315 0.084 
59170.558 19.585 0.128 
59182.485 19.613 0.171 
59185.539 20.071 0.169 
59187.487 19.907 0.254 
59193.518 20.239 0.154 
59194.520 20.233 0.194 
59195.503 20.245 0.181 
59195.504 20.273 0.181 
59199.416 20.215 0.213 
