ZTF20aagzqsb 0.0666732 41.671919 7.754538
filter ztfg
58871.151 19.083 0.051 
58871.152 18.987 0.048 
58874.167 18.498 0.029 
58875.159 18.466 0.020 
58876.148 18.373 0.018 
58877.172 18.336 0.031 
58885.121 18.090 0.038 
58886.161 18.160 0.059 
58887.192 18.239 0.053 
58887.200 18.275 0.059 
58890.224 18.472 0.123 
58891.151 18.421 0.030 
58891.164 18.334 0.028 
58892.156 18.508 0.027 
58893.149 18.477 0.022 
58894.150 18.594 0.028 
58894.167 18.602 0.032 
58895.139 18.626 0.032 
58896.185 18.742 0.045 
58898.173 18.988 0.050 
58899.154 19.013 0.046 
58900.139 19.120 0.069 
58905.130 19.631 0.123 
58913.116 19.838 0.159 
filter ztfr
58872.138 18.882 0.032 
58873.157 18.717 0.028 
58875.122 18.549 0.024 
58876.118 18.371 0.020 
58877.140 18.458 0.029 
58877.142 18.421 0.029 
58884.127 18.205 0.061 
58884.146 18.196 0.056 
58885.149 18.176 0.046 
58886.120 18.196 0.035 
58887.106 18.083 0.025 
58887.107 18.148 0.026 
58891.108 18.305 0.024 
58891.122 18.283 0.025 
58892.140 18.308 0.024 
58894.128 18.426 0.022 
58894.138 18.492 0.027 
58895.114 18.532 0.025 
58896.138 18.589 0.033 
58899.108 18.707 0.036 
58905.124 18.802 0.069 
58913.155 18.970 0.126 
