ZTF20acplhku 0.07363055 28.037875 42.869809
filter ztfg
59164.351 19.727 0.053 
59168.218 18.996 0.027 
59170.221 18.904 0.026 
59172.247 18.740 0.021 
59175.300 18.681 0.033 
59178.180 18.657 0.030 
59180.192 18.868 0.095 
59182.220 18.884 0.072 
59184.216 19.067 0.095 
59188.199 19.341 0.053 
59193.204 19.609 0.054 
59195.239 19.858 0.064 
59198.195 20.192 0.112 
59199.284 20.130 0.129 
59202.224 20.458 0.139 
59218.207 21.332 0.217 
59232.204 21.398 0.211 
filter ztfr
59164.304 19.604 0.066 
59166.324 19.279 0.036 
59168.286 18.978 0.034 
59170.257 18.807 0.022 
59172.156 18.706 0.027 
59182.362 18.788 0.065 
59184.311 18.856 0.058 
59188.266 19.026 0.043 
59190.171 19.162 0.031 
59193.226 19.320 0.050 
59199.224 19.407 0.060 
59202.285 19.375 0.083 
59204.175 19.503 0.067 
59210.287 19.572 0.106 
59216.119 20.077 0.097 
59218.181 20.158 0.092 
59220.234 20.255 0.123 
59222.197 20.364 0.099 
59224.226 20.321 0.185 
59230.141 20.958 0.172 
59232.152 20.780 0.119 
59232.153 20.960 0.147 
filter ztfi
59172.206 19.103 0.051 
59180.292 19.538 0.236 
59184.323 19.229 0.095 
59187.281 19.729 0.173 
59200.277 19.852 0.108 
59203.262 19.515 0.106 
59211.196 19.937 0.203 
59220.177 20.517 0.181 
59223.222 20.542 0.206 
