ZTF20acbovrt 0.05581902 359.866162 17.865181
filter ztfg
59114.320 18.921 0.022 
59115.269 18.611 0.019 
59116.265 18.338 0.016 
59117.269 18.141 0.013 
59118.373 17.975 0.009 
59119.337 17.838 0.015 
59120.283 17.703 0.017 
59121.329 17.608 0.018 
59122.282 17.499 0.024 
59126.279 17.412 0.017 
59128.294 17.409 0.013 
59130.248 17.496 0.008 
59134.247 17.690 0.009 
59136.237 17.808 0.008 
59138.232 17.974 0.013 
59140.208 18.142 0.010 
59143.358 18.367 0.014 
59145.275 18.561 0.014 
59149.260 19.043 0.109 
59151.194 19.183 0.088 
59153.212 19.211 0.108 
59155.199 19.505 0.090 
59157.267 19.574 0.125 
59164.256 19.996 0.117 
59167.255 20.095 0.093 
59169.232 20.269 0.094 
59172.214 20.309 0.094 
59182.173 20.478 0.251 
59188.184 20.546 0.173 
59194.184 20.545 0.141 
59199.267 20.643 0.262 
59202.173 20.610 0.171 
59204.216 20.403 0.223 
filter ztfr
59115.304 18.806 0.023 
59115.316 18.779 0.027 
59116.363 18.487 0.015 
59117.373 18.302 0.012 
59118.245 18.167 0.015 
59118.327 18.116 0.013 
59124.255 17.655 0.026 
59124.340 17.668 0.026 
59126.297 17.566 0.015 
59126.363 17.549 0.015 
59128.258 17.604 0.013 
59130.260 17.597 0.008 
59134.299 17.748 0.010 
59136.198 17.873 0.010 
59138.278 17.969 0.013 
59140.250 18.122 0.011 
59143.216 18.260 0.012 
59145.180 18.332 0.018 
59149.197 18.471 0.060 
59151.242 18.444 0.039 
59153.324 18.455 0.052 
59155.247 18.489 0.030 
59164.174 18.812 0.041 
59167.207 19.108 0.031 
59169.193 19.141 0.037 
59172.150 19.315 0.037 
59174.121 19.387 0.055 
59182.124 19.663 0.102 
59184.263 19.598 0.110 
59188.241 19.877 0.136 
59194.141 19.977 0.077 
59199.129 19.905 0.109 
59202.143 20.122 0.116 
