ZTF19adcfsdr 0.07475954 201.356005 13.419069
filter ztfg
58835.547 20.365 0.249 
58846.547 18.172 0.015 
58850.544 18.097 0.017 
58850.563 18.218 0.023 
58853.523 18.181 0.014 
58856.562 18.237 0.015 
58861.498 18.545 0.065 
58873.545 19.718 0.057 
58879.483 20.249 0.159 
58883.481 20.320 0.145 
58886.480 20.498 0.184 
58911.434 21.277 0.271 
58914.475 21.007 0.273 
filter ztfr
58846.569 18.357 0.022 
58850.520 18.289 0.025 
58876.544 19.127 0.035 
58879.525 19.231 0.061 
58883.540 19.362 0.066 
58886.547 19.458 0.060 
58893.503 19.661 0.091 
58898.476 19.939 0.062 
58901.441 20.512 0.139 
58903.439 20.249 0.100 
58904.476 20.316 0.123 
58908.456 20.254 0.081 
58911.454 20.797 0.195 
58912.440 20.314 0.105 
58914.403 19.910 0.158 
